voter_id,nombre,genero,curul_tipo,legislatura,partido,partido_disciplina,dim_1_aligned,dim_2_aligned,dim_1_raw,dim_2_raw,disciplina,n_votos
P01346,Llerenas Morales Vidal,M,plurinominal,LXI,MORENA,,-0.7554187451610221,-0.3135771894652781,-0.761733,-0.327211,0.7398,738
P01347,López Fernández Juan Carlos,M,mayoria_relativa,LXI,MORENA,,-0.7332747451610222,-0.2768351894652781,-0.739589,-0.290469,0.6463,721
P01348,López Paredes Uriel,M,mayoria_relativa,LXI,MORENA,,-0.7073437451610223,-0.2380861894652781,-0.713658,-0.25172,0.7459,610
P01349,Lozano Herrera Ilich Augusto,M,plurinominal,LXI,MORENA,,-0.7312717451610222,-0.2740441894652781,-0.737586,-0.287678,0.642,704
P01350,Méndez Rangel Avelino,M,mayoria_relativa,LXI,MORENA,,-0.8603037451610223,-0.18882218946527812,-0.866618,-0.202456,0.7033,738
P01351,Mendoza Arellano Eduardo,M,mayoria_relativa,LXI,MORENA,,-0.8109357451610222,-0.2841881894652781,-0.81725,-0.297822,0.6125,738
P01352,Meza Castro Francisco Armando,M,plurinominal,LXI,MORENA,,-0.6715017451610221,-0.1285761894652781,-0.677816,-0.14221,0.7263,738
P01353,Navarro Aguilar Filemón,M,plurinominal,LXI,MORENA,,-0.7864617451610223,-0.2918181894652781,-0.792776,-0.305452,0.5933,718
P01354,Ovalle Vaquera Federico,M,plurinominal,LXI,MORENA,,-0.7871237451610222,-0.2638631894652781,-0.793438,-0.277497,0.5976,738
P01355,Quezada Contreras Leticia,F,plurinominal,LXI,MORENA,,-0.8649287451610221,-0.19116618946527814,-0.871243,-0.2048,0.6694,738
P01356,Rodríguez Martell Domingo,M,plurinominal,LXI,MORENA,,-0.8353587451610223,-0.24649218946527812,-0.841673,-0.260126,0.6477,738
P01357,Rosario Morales Florentina,F,plurinominal,LXI,MORENA,,-0.8728037451610222,-0.18332218946527812,-0.879118,-0.196956,0.668,738
P01358,Salgado Vázquez Rigoberto,M,mayoria_relativa,LXI,MORENA,,-0.9610127451610222,-0.23989618946527808,-0.967327,-0.25353,0.6775,738
P01359,Santana Alfaro Arturo,M,mayoria_relativa,LXI,MORENA,,-0.8370587451610223,-0.2228901894652781,-0.843373,-0.236524,0.5542,738
P01361,Toledo Gutiérrez Mauricio Alonso,F,plurinominal,LXI,MORENA,,-0.8725507451610222,-0.19471418946527813,-0.878865,-0.208348,0.3876,676
P01362,Torres Piña Carlos,M,plurinominal,LXI,MORENA,,-0.7653547451610223,-0.2913331894652781,-0.771669,-0.304967,0.6861,274
P01363,Torres Robledo José M.,M,mayoria_relativa,LXI,MORENA,,-0.8177257451610223,-0.2618151894652781,-0.82404,-0.275449,0.7344,738
P01364,Uranga Muñoz Enoé Margarita,F,plurinominal,LXI,MORENA,,-0.8112247451610222,-0.20325618946527813,-0.817539,-0.21689,0.6518,738
P01365,Valencia Barajas José María,F,mayoria_relativa,LXI,MORENA,,-0.7782587451610221,-0.22094718946527814,-0.784573,-0.234581,0.6545,738
P01366,Vargas Cortez Balfre,F,mayoria_relativa,LXI,MORENA,,-0.9410137451610221,0.019514810534721885,-0.947328,0.005881,0.6287,738
P01367,Vázquez Camacho María Araceli,F,mayoria_relativa,LXI,MORENA,,-0.8570927451610222,-0.13332618946527813,-0.863407,-0.14696,0.6667,738
P01368,Velázquez Esquivel Emiliano,M,mayoria_relativa,LXI,MORENA,,-0.7975277451610221,-0.2220711894652781,-0.803842,-0.235705,0.7493,738
P01369,Vizcaíno Silva Indira,F,plurinominal,LXI,MORENA,,-0.7680957451610222,-0.3388371894652781,-0.77441,-0.352471,0.6192,738
P01370,Zambrano Grijalva José de Jesús,M,plurinominal,LXI,MORENA,,-0.7449617451610222,-0.2891711894652781,-0.751276,-0.302805,0.6725,287
P01371,Aguirre Herrera Ángel,M,plurinominal,LXI,MORENA,,-0.4912047451610222,-0.10474418946527811,-0.497519,-0.118378,0.3933,628
P01372,Ramírez Hernández Socorro Sofío,M,mayoria_relativa,LXI,MORENA,,0.5153082548389778,0.6705908105347219,0.508994,0.656957,0.3739,436
P01373,Corona Valdés Lorena,F,plurinominal,LXI,PVEM,Nueva Alianza,0.8388012548389778,0.0755648105347219,0.832487,0.061931,0.8293,738
P01374,Ezeta Salcedo Mariana Ivette,F,plurinominal,LXI,PVEM,Nueva Alianza,0.7232742548389779,-0.6680171894652781,0.71696,-0.681651,0.8537,41
P01378,Pérez-Alonso González Rodrigo,M,plurinominal,LXI,PVEM,Nueva Alianza,0.7723282548389778,0.24343281053472188,0.766014,0.229799,0.7073,738
P01379,Salinas Sada Ninfa Clara,F,plurinominal,LXI,PVEM,Nueva Alianza,0.9328222548389777,0.05530781053472188,0.926508,0.041674,0.5745,738
P01380,Vargas Sáenz Álvaro Raymundo,F,plurinominal,LXI,PVEM,Nueva Alianza,0.8066242548389777,-0.4160401894652781,0.80031,-0.429674,0.7805,41
P01381,Brindis Álvarez Rosario,,plurinominal,LXI,PVEM,Nueva Alianza,0.7094162548389777,0.3441098105347219,0.703102,0.330476,0.7019,738
P01382,Carabias Icaza Alejandro,M,mayoria_relativa,LXI,PVEM,Nueva Alianza,0.8378352548389778,0.1250818105347219,0.831521,0.111448,0.7283,725
P01383,Cinta Martínez Alberto Emiliano,M,plurinominal,LXI,PVEM,Nueva Alianza,0.7438802548389778,0.2696388105347219,0.737566,0.256005,0.8076,738
P01384,Cirigo Vasquez Víctor Hugo,M,plurinominal,LXI,PVEM,Nueva Alianza,-0.5619857451610222,0.17284381053472186,-0.5683,0.15921,0.5799,738
P01385,Escudero Morales Pablo,M,plurinominal,LXI,PVEM,Nueva Alianza,0.8828292548389778,-0.06080518946527812,0.876515,-0.074439,0.7629,738
P01386,Guerra Abud Juan José,M,plurinominal,LXI,PVEM,Nueva Alianza,0.7767072548389777,0.01607981053472189,0.770393,0.002446,0.8062,738
P01387,Guerrero Rubio Diego,F,plurinominal,LXI,PVEM,Nueva Alianza,-0.38213674516102214,-0.02342618946527812,-0.388451,-0.03706,0.662,287
P01388,Moreno Terán Carlos Samuel,M,plurinominal,LXI,PVEM,Nueva Alianza,0.8148632548389778,0.3777938105347219,0.808549,0.36416,0.497,668
P01389,Pacchiano Alamán Rafael,M,plurinominal,LXI,PVEM,Nueva Alianza,0.7979072548389778,0.2264068105347219,0.791593,0.212773,0.6382,738
P01390,Piña Olmedo Laura,F,mayoria_relativa,LXI,PVEM,Nueva Alianza,-0.6043777451610222,0.12881081053472188,-0.610692,0.115177,0.5786,738
P01391,Sarur Torre Adriana,F,plurinominal,LXI,PVEM,Nueva Alianza,0.7431172548389777,0.2540478105347219,0.736803,0.240414,0.7927,738
P01392,Vidal Aguilar Liborio,M,mayoria_relativa,LXI,PVEM,Nueva Alianza,0.8198082548389778,0.3483828105347219,0.813494,0.334749,0.6016,738
P01393,Flores Ramírez Juan Gerardo,M,plurinominal,LXI,PVEM,Nueva Alianza,0.8592792548389778,0.08560181053472189,0.852965,0.071968,0.7642,738
P01394,Natale López Juan Carlos,M,mayoria_relativa,LXI,PVEM,Nueva Alianza,0.7490212548389779,0.3443078105347219,0.742707,0.330674,0.5813,738
P01395,Di Costanzo Armenta Mario Alberto,M,mayoria_relativa,LXI,PT,Alternativa Socialdemócrata,-0.9822427451610223,0.16448181053472188,-0.988557,0.150848,0.6992,738
P01396,Escobar García Herón Agustín,M,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9681087451610222,0.2383568105347219,-0.974423,0.224723,0.6938,738
P01397,González Yáñez Óscar,M,mayoria_relativa,LXI,PT,Alternativa Socialdemócrata,-0.9890917451610222,0.10937481053472191,-0.995406,0.095741,0.5685,672
P01398,Muñoz Ledo  Porfirio,F,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9916867451610223,0.07682781053472189,-0.998001,0.063194,0.3564,738
P01400,Cárdenas Gracia Jaime Fernando,M,mayoria_relativa,LXI,PT,Alternativa Socialdemócrata,-0.9884247451610222,0.1160758105347219,-0.994739,0.102442,0.7236,738
P01401,Castillo Juárez Laura Itzel,F,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9858757451610223,0.1383658105347219,-0.99219,0.124732,0.7222,738
P01402,Espinosa Ramos Francisco Amadeo,M,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9703167451610222,0.2285578105347219,-0.976631,0.214924,0.7561,738
P01403,Fernández Noroña José Gerardo Rodolfo,M,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9813757451610221,0.17005681053472188,-0.98769,0.156423,0.6992,738
P01404,Ibarra Pedroza Juan Enrique,F,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9658167451610222,0.1851518105347219,-0.972131,0.171518,0.7168,738
P01405,Martínez y Hernández Ifigenia Martha,F,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9078587451610223,0.22668381053472186,-0.914173,0.21305,0.6504,738
P01406,Reyes Sahagún Teresa Guadalupe,F,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9825857451610223,0.1622138105347219,-0.9889,0.14858,0.71,738
P01407,Vázquez González Pedro,M,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9359707451610222,0.16380181053472187,-0.942285,0.150168,0.7466,738
P01408,Caro Cabrera Salvador,M,mayoria_relativa,LXI,PT,Alternativa Socialdemócrata,-0.4288167451610222,0.3189348105347219,-0.435131,0.305301,0.5294,680
P01409,Kahwagi Macari Jorge Antonio,M,plurinominal,LXI,MORENA,,0.17460225483897782,0.22150681053472188,0.168288,0.207873,0.5041,738
P01411,Orozco Torres Norma Leticia,M,mayoria_relativa,LXI,MORENA,,0.9313162548389777,0.053179810534721886,0.925002,0.039546,0.6545,738
P01412,Martínez Peña Elsa María,F,plurinominal,LXI,MORENA,,0.7674072548389779,0.578015810534722,0.761093,0.564382,0.7358,738
P01413,Pérez de Alva Blanco Roberto,M,plurinominal,LXI,MORENA,,0.7956942548389778,0.5623108105347219,0.78938,0.548677,0.645,738
P01414,Pinedo Alonso Cora,F,mayoria_relativa,LXI,MORENA,,0.7607932548389778,0.5859718105347219,0.754479,0.572338,0.7873,738
P01415,Tamez Guerra Reyes S.,M,plurinominal,LXI,MORENA,,0.6788632548389777,0.6069558105347219,0.672549,0.593322,0.746,374
P01416,Torre Canales María del Pilar,F,plurinominal,LXI,MORENA,,0.7842852548389778,0.6419338105347219,0.777971,0.6283,0.71,738
P01417,Álvarez Cisneros Jaime,M,plurinominal,LXI,MC,Sin Partido,-0.6096627451610221,0.1372378105347219,-0.615977,0.123604,0.6707,738
P01418,Arizmendi Campos Laura,F,plurinominal,LXI,MC,Sin Partido,-0.6939847451610222,0.08438981053472187,-0.700299,0.070756,0.4828,727
P01419,Gertz Manero Alejandro,M,plurinominal,LXI,MC,Sin Partido,-0.6655687451610222,0.15323881053472188,-0.671883,0.139605,0.729,738
P01420,García Almanza María Guadalupe,,plurinominal,LXI,MC,Sin Partido,-0.6690607451610222,0.07153181053472189,-0.675375,0.057898,0.6504,738
P01421,Jiménez León Pedro,M,plurinominal,LXI,MC,Sin Partido,-0.6935347451610223,0.12803281053472187,-0.699849,0.114399,0.7209,738
P01422,Ochoa Mejía Ma. Teresa Rosaura,F,plurinominal,LXI,MC,Sin Partido,-0.6784907451610223,0.08204181053472188,-0.684805,0.068408,0.6493,730
P01423,Torres Abarca O. Magdalena,F,plurinominal,LXI,MORENA,,-0.7440757451610223,-0.2527621894652781,-0.75039,-0.266396,0.7456,676
P01424,Serrano Jiménez Emilio,M,mayoria_relativa,LXI,MORENA,,-0.8232607451610221,-0.22432718946527813,-0.829575,-0.237961,0.6992,738
P01425,Clouthier Carrillo Manuel Jesús,M,plurinominal,LXI,MORENA,,0.7735272548389778,-0.6277581894652781,0.767213,-0.641392,0.6677,650
P01426,Vázquez Aguilar Jaime Arturo,M,plurinominal,LXI,MORENA,,-0.5739217451610221,-0.08913718946527811,-0.580236,-0.102771,0.6911,738
P01427,Madrigal Ceja Israel,M,mayoria_relativa,LXI,MORENA,,-0.7141057451610222,-0.2767061894652781,-0.72042,-0.29034,0.7881,637
P01428,Cueva Sada Guillermo,M,plurinominal,LXI,PVEM,Nueva Alianza,0.8914642548389777,0.1381088105347219,0.88515,0.124475,0.7194,727
P01429,Del Mazo Morales Gerardo,M,plurinominal,LXI,MORENA,,0.7004812548389778,0.6207348105347219,0.694167,0.607101,0.6479,727
P01434,Ávila Nevárez Pedro,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.5657117451610223,0.1792888105347219,-0.572026,0.165655,0.6743,697
P01435,Rosas Ramírez Enrique Salomón,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.10928425483897783,0.47426981053472184,0.10297,0.460636,0.4534,697
P01436,Aguilar Góngora Efraín Ernesto,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.2113682548389778,0.2926178105347219,0.205054,0.278984,0.7389,697
P01437,Garza Flores Noé Fernando,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.20530725483897783,0.07577681053472189,0.198993,0.062143,0.7767,497
P01438,Gutiérrez de la Torre Cuauhtémoc,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.7970322548389779,0.22546781053472187,0.790718,0.211834,0.4462,697
P01439,Nazar Morales Julián,M,plurinominal,LXI,PRI,Partido Encuentro Social,-0.44305874516102217,0.20187381053472186,-0.449373,0.18824,0.62,629
P01440,Ramírez Martínez Malco,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.18514125483897784,0.6680148105347219,0.178827,0.654381,0.8743,167
P01441,Ruíz de Teresa Guillermo Raúl,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.007012254838977827,0.42208281053472185,0.000698,0.408449,0.7317,697
P01447,Ledesma Romo Eduardo,M,plurinominal,LXI,PVEM,Nueva Alianza,0.6118952548389778,0.6342788105347219,0.605581,0.620645,0.5868,697
P01448,Del Mazo Maza Alejandro,M,plurinominal,LXI,PVEM,Nueva Alianza,0.5602752548389779,0.2660988105347219,0.553961,0.252465,0.7647,697
P01449,Ezeta Salcedo Carlos Alberto,M,plurinominal,LXI,PVEM,Nueva Alianza,0.8827432548389778,0.15761481053472193,0.876429,0.143981,0.8321,697
P01450,Saénz Vargas Caritina,F,plurinominal,LXI,PVEM,Nueva Alianza,0.5673512548389779,0.21646981053472192,0.561037,0.202836,0.7504,697
P01451,Ríos Vázquez Alfonso Primitivo,M,plurinominal,LXI,PT,Alternativa Socialdemócrata,-0.9591957451610222,0.16901181053472192,-0.96551,0.155378,0.5725,697
P01452,Nadal Riquelme Daniela,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.1913737451610222,0.1287288105347219,-0.197688,0.115095,0.6465,693
P01453,Cruz Martínez Marcos Carlos,M,plurinominal,LXI,MORENA,,-0.8244217451610223,-0.14292218946527813,-0.830736,-0.156556,0.6825,693
P01454,Canseco Gómez Morelos Jaime Carlos,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.7230462548389778,-0.05673318946527811,0.716732,-0.070367,0.9476,191
P01455,Avilés Álvarez Violeta,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.4341452548389778,0.07040781053472188,0.427831,0.056774,0.898,147
P01456,García  Dávila Laura Felicitas,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.2793422548389778,0.1053708105347219,0.273028,0.091737,0.8202,684
P01459,Rodríguez González Rafael,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.21463474516102218,0.1455488105347219,-0.220949,0.131915,0.7894,679
P01460,Zapata Lucero Ana Georgina,F,plurinominal,LXI,PRI,Partido Encuentro Social,0.19984925483897784,0.06571281053472187,0.193535,0.052079,0.81,679
P01461,Valls Esponda Maricarmen,F,plurinominal,LXI,PAN,Convergencia,-0.06033274516102219,-0.8294111894652781,-0.066647,-0.843045,0.8212,576
P01462,Miranda Herrera Nely Edith,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.12594374516102216,0.2039698105347219,-0.132258,0.190336,0.5716,670
P01463,Robles Morales Adela,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.30055974516102213,0.1679248105347219,-0.306874,0.154291,0.7358,670
P01479,Hurtado  Vallejo Susana,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.20686125483897783,0.0519418105347219,0.200547,0.038308,0.6892,666
P01484,González Cruz Karla Verónica,F,plurinominal,LXI,PAN,Convergencia,0.03021825483897783,-0.9860801894652781,0.023904,-0.999714,0.7342,79
P01487,Galicia Ávila Víctor Manuel Anastasio,M,plurinominal,LXI,PRI,Partido Encuentro Social,-0.25013774516102216,0.3293218105347219,-0.256452,0.315688,0.8192,614
P01488,Soria Morales Blanca Juana,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.3765452548389778,0.1099558105347219,0.370231,0.096322,0.5081,614
P01489,Agundiz Pérez Laura Viviana,F,mayoria_relativa,LXI,PAN,Convergencia,0.21090225483897782,-0.8162591894652781,0.204588,-0.829893,0.7818,614
P01490,Puppo Gastélum Silvia,F,mayoria_relativa,LXI,MORENA,,-0.7666847451610221,-0.16250618946527812,-0.772999,-0.17614,0.6678,614
P01491,Espino Arévalo Fernando,M,plurinominal,LXI,PRI,Partido Encuentro Social,-0.3744337451610221,0.20868881053472188,-0.380748,0.195055,0.8434,613
P01492,Quintana Padilla Aránzazu,F,mayoria_relativa,LXI,PAN,Convergencia,-0.07162674516102216,-0.8633401894652781,-0.077941,-0.876974,0.7113,613
P01493,Mendoza Sánchez María de Jesús,,plurinominal,LXI,PAN,Convergencia,-0.2972387451610222,-0.8939421894652781,-0.303553,-0.907576,0.5824,613
P01494,Godoy Toscano Julio César,M,mayoria_relativa,LXI,MORENA,,-0.7623047451610223,-0.2351341894652781,-0.768619,-0.248768,0.71,100
P01496,Silva Chacón Víctor Roberto,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.23314125483897782,0.051208810534721885,0.226827,0.037575,0.7918,466
P01525,Álvarez Martínez José Luis,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.25876574516102213,0.3938628105347219,-0.26508,0.380229,0.9113,530
P01526,González Soto Diana Patricia,F,plurinominal,LXI,PRI,Partido Encuentro Social,0.4379742548389778,0.19950581053472194,0.43166,0.185872,0.832,482
P01551,Urzúa Rivera Ricardo,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.11949425483897783,0.08056881053472188,0.11318,0.066935,0.7134,499
P01552,Guzmán Lozano María del Carmen,F,plurinominal,LXI,PAN,Convergencia,0.04774225483897782,-0.8690701894652781,0.041428,-0.882704,0.9038,499
P01553,Cornejo Barrera Luciano,M,plurinominal,LXI,MORENA,,-0.7926377451610223,-0.1750611894652781,-0.798952,-0.188695,0.806,134
P01554,Ocegueda Silva María Florentina,F,mayoria_relativa,LXI,MORENA,,-0.8129257451610221,-0.4149901894652781,-0.81924,-0.428624,0.7602,196
P01557,Rodarte Ayala Josefina,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.18468125483897782,0.05872481053472188,0.178367,0.045091,0.8184,490
P01558,Díaz Juárez Pavel,M,plurinominal,LXI,MORENA,,-0.8081707451610223,-0.2290011894652781,-0.814485,-0.242635,0.7022,460
P01559,González Díaz José Alfredo,M,mayoria_relativa,LXI,MORENA,,-0.7736887451610222,-0.2965741894652781,-0.780003,-0.310208,0.45,460
P01561,Herrera Martínez Jorge,M,plurinominal,LXI,PVEM,Nueva Alianza,-0.4145547451610222,0.1528278105347219,-0.420869,0.139194,0.714,451
P01569,Fernández Martínez Silvia,F,plurinominal,LXI,PRI,Partido Encuentro Social,0.5481482548389779,0.3516268105347219,0.541834,0.337993,0.8246,439
P01571,Villanueva de la Luz Moisés,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.17993825483897782,0.022833810534721888,0.173624,0.0092,0.8148,81
P01572,Barraza Chávez Héctor Elías,M,plurinominal,LXI,MORENA,,-0.7403437451610222,-0.3500701894652781,-0.746658,-0.363704,0.7563,435
P01573,Mastache Mondragón Aarón,M,plurinominal,LXI,MORENA,,-0.8431777451610223,-0.03438718946527811,-0.849492,-0.048021,0.6538,130
P01575,Vieyra Alamilla Marcela,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.7315502548389778,0.007243810534721881,0.725236,-0.00639,0.6323,427
P01576,García  Silva Luis,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.21072025483897783,0.06616181053472188,0.204406,0.052528,0.8094,425
P01582,Salazar Blanco Iridia,M,mayoria_relativa,LXI,PAN,Convergencia,0.2684772548389778,-0.7254521894652781,0.262163,-0.739086,0.4725,364
P01583,Meza Elizondo José Isabel,F,plurinominal,LXI,MORENA,,-0.5353467451610221,0.17222681053472189,-0.541661,0.158593,0.783,364
P01713,Chaire Chavero Edgardo,M,plurinominal,LXI,PAN,Convergencia,0.12654325483897783,-0.9159731894652781,0.120229,-0.929607,0.9267,341
P01723,De la Fuente Godínez Alejandro,M,mayoria_relativa,LXI,MORENA,,-0.8975877451610221,-0.06607518946527811,-0.903902,-0.079709,0.5791,335
P01731,Rosas Peralta Frida Celeste,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.03056725483897782,0.07324081053472188,0.024253,0.059607,0.7508,313
P01770,De la Rosa Cortés Lily Fabiola,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.5330512548389779,0.4907848105347219,0.526737,0.477151,0.7877,212
P01795,Regis Adame Juan Carlos,M,plurinominal,LXI,MORENA,,-0.7757447451610222,-0.2176561894652781,-0.782059,-0.23129,0.6842,133
P01797,Aguilar Álvarez y Mazarrasa Jaime,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.15276525483897782,0.09818081053472187,0.146451,0.084547,0.7813,128
P01798,Alonzo Morales María Ester,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.4113157451610222,0.18421781053472192,-0.41763,0.170584,0.5625,128
P01799,Díaz  Azuara Norberta Adalmira,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.2390647451610222,0.5203818105347219,-0.245379,0.506748,0.75,128
P01800,Granja Peniche Daniel Jesús,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.14691774516102218,-0.2527771894652781,-0.153232,-0.266411,0.6797,128
P01801,Peralta Galicia Aníbal,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.42313974516102215,0.2612828105347219,-0.429454,0.247649,0.7969,128
P01802,Porras Valles Gloria,M,plurinominal,LXI,PRI,Partido Encuentro Social,0.6857282548389778,-0.06483918946527811,0.679414,-0.078473,0.8359,128
P01803,Soto Plata Blanca Luz Purificación Dalila,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.14822925483897784,0.0992418105347219,0.141915,0.085608,0.7813,128
P01804,Tirado Gálvez Reyna Araceli,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.10550625483897783,0.5230508105347219,0.099192,0.509417,0.8203,128
P01805,Valdés González Mayra Lucila,M,plurinominal,LXI,PAN,Convergencia,-0.17690074516102214,-0.3836891894652781,-0.183215,-0.397323,0.7727,66
P01806,García Ayala Celia,F,mayoria_relativa,LXI,MORENA,,-0.7737657451610223,-0.3315541894652781,-0.78008,-0.345188,0.8438,128
P01810,Curmina Cervera Margarita Beatríz de la Candelaria,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.034817254838977824,0.1160828105347219,0.028503,0.102449,0.8273,110
P01812,Gutiérrez Burciaga Lilia Isabel,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.36342374516102216,0.4898788105347218,-0.369738,0.476245,0.6909,110
P01813,Gatica  Garzón  Rodolfina,F,mayoria_relativa,LXI,MORENA,,-0.7637287451610222,-0.4380051894652781,-0.770043,-0.451639,0.6827,104
P01815,De la Garza Malacara Adolfo,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.12857125483897783,0.1982378105347219,0.122257,0.184604,0.79,100
P01821,Franco Hernández Luz Mireya,F,plurinominal,LXI,PRI,Partido Encuentro Social,-0.2531817451610222,0.0970408105347219,-0.259496,0.083407,0.8353,85
P01822,González Schcolnik Valerio,M,plurinominal,LXI,PAN,Convergencia,0.17961625483897783,-0.7688061894652781,0.173302,-0.78244,0.6706,85
P01833,Caraveo Galindo Teresita,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.0022747451610221764,0.2188938105347219,-0.008589,0.20526,0.7143,77
P01834,Calles Villegas Patricia,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.3572707451610222,0.1356528105347219,-0.363585,0.122019,0.8267,75
P01835,Cano Villegas Carmen Margarita,F,plurinominal,LXI,PAN,Convergencia,0.4096982548389778,-0.8716351894652781,0.403384,-0.885269,0.88,75
P01836,Sánchez Miranda Hugo Lino,M,plurinominal,LXI,PAN,Convergencia,0.40271225483897777,-0.8756621894652781,0.396398,-0.889296,0.9459,74
P01837,Quihuis Fragoso Mariano,M,plurinominal,LXI,PVEM,Nueva Alianza,-0.5102267451610223,-0.13899218946527814,-0.516541,-0.152626,0.8143,70
P01840,Cabrera Muñoz Ma. Dolores Patricia,F,plurinominal,LXI,PRI,Partido Encuentro Social,0.15994025483897784,-0.3806051894652781,0.153626,-0.394239,0.92,25
P01841,Durán Ortíz Estefanía,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.41034874516102215,0.11237781053472189,-0.416663,0.098744,0.6129,62
P01842,Narváez Ochoa Moisés,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.25389674516102223,0.0970178105347219,-0.260211,0.083384,0.8387,62
P01843,Valle Vea Carmen Lizeth,F,mayoria_relativa,LXI,PAN,Convergencia,0.10009825483897783,-0.981959189465278,0.093784,-0.995593,0.9355,62
P01844,Pola Figueroa Elvira de Jesús,F,plurinominal,LXI,MORENA,,0.006303254838977826,-0.7434341894652781,-1.1e-05,-0.757068,0.4839,62
P01845,Sánchez Cortés Hilario Everardo,M,plurinominal,LXI,MORENA,,-0.7170537451610222,-0.2766531894652781,-0.723368,-0.290287,0.7903,62
P01846,Flores  Majul Omar Jalil,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.41588174516102216,-0.3807431894652781,-0.422196,-0.394377,0.4545,33
P01847,González Hernández Yolanda Eugenia,F,plurinominal,LXI,PRI,Partido Encuentro Social,0.14951525483897782,0.5150218105347218,0.143201,0.501388,0.5909,44
P01848,Nava Sánchez Christian Alejandro,M,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.15494125483897783,0.5068198105347219,0.148627,0.493186,0.8182,44
P01849,González  Mata José Antonio,M,mayoria_relativa,LXI,MORENA,,-0.7553737451610223,0.2491808105347219,-0.761688,0.235547,0.6,40
P01868,Banda López María Gabriela,F,mayoria_relativa,LXI,PAN,Convergencia,0.10024725483897783,-0.9819441894652781,0.093933,-0.995578,0.8649,37
P01869,Rubí Huicochea Fidel Christian,M,plurinominal,LXI,PAN,Convergencia,-0.7381217451610222,-0.6540601894652781,-0.744436,-0.667694,0.7027,37
P01872,Franco Cruz María de la Cruz Patricia,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,0.13501225483897783,0.10534081053472187,0.128698,0.091707,0.7647,34
P01873,Gómez Villalovos María de la Luz,,plurinominal,LXI,PRI,Partido Encuentro Social,0.11728025483897782,0.7034358105347219,0.110966,0.689802,0.7941,34
P01874,Olivas Hernández María Elvira,F,mayoria_relativa,LXI,PRI,Partido Encuentro Social,-0.44590374516102216,0.2259728105347219,-0.452218,0.212339,0.7353,34
P01875,Zamora Ruíz María Elena,M,mayoria_relativa,LXI,PAN,Convergencia,0.10027725483897783,-0.9819421894652781,0.093963,-0.995576,0.8235,34
