voter_id,nombre,partido,dim_1,dim_2,legislatura
P01206,Corral Jurado Javier,PAN,0.871922,-0.489645,LXI
P01207,Cortazar Ramos Ovidio,PAN,0.404804,-0.73808,LXI
P01208,Cortez Mendoza Jesús Gerardo,PAN,0.838175,-0.545402,LXI
P01209,Cuadra García Raúl Gerardo,PAN,0.592142,-0.639992,LXI
P01210,Cuevas Barron Gabriela,PAN,0.889597,-0.456747,LXI
P01211,Cuevas García Juan José,PAN,0.896929,-0.442175,LXI
P01212,De los Cobos Silva José Gerardo,PAN,-0.002743,-0.981579,LXI
P01213,Del Río Sánchez María Dolores,PAN,0.657814,-0.493836,LXI
P01214,Díaz Lizama Rosa Adriana,PAN,0.707808,-0.706405,LXI
P01215,Díaz de Rivera Hernández Augusta Valentina,PAN,0.243944,-0.843786,LXI
P01216,Esquer Gutiérrez Alberto,PAN,0.297618,-0.824466,LXI
P01217,Estrada Rodríguez Laura Elena,PAN,-0.258531,-0.872423,LXI
P01218,Fuentes Cortés Adriana,PAN,0.362339,-0.676181,LXI
P01219,Gallegos Camarena Lucila del Carmen,PAN,-0.065427,-0.854857,LXI
P01220,Gama Dufour Sergio,PAN,0.69453,-0.613009,LXI
P01221,García Bringas Leandro Rafael,PAN,0.084242,-0.831782,LXI
P01222,García Portillo Arturo,PAN,0.055824,-0.99844,LXI
P01223,Germán Olivares Sergio Octavio,PAN,0.061039,-0.891737,LXI
P01224,Gil Zuarth Roberto,PAN,0.453854,-0.475905,LXI
P01225,Giles Sánchez Jesús,PAN,0.534826,-0.751131,LXI
P01226,González Hernández Gustavo,PAN,0.666204,-0.653016,LXI
P01227,González Hernández Sergio,PAN,0.388734,-0.713449,LXI
P01228,González Madruga César Daniel,PAN,0.778205,-0.628011,LXI
P01229,González Ulloa Nancy,PAN,-0.109759,-0.828072,LXI
P01230,Guillén Medina Leonardo Arturo,PAN,0.800726,-0.599031,LXI
P01231,Gutiérrez Cortina Paz,PAN,0.552,-0.708773,LXI
P01232,Gutiérrez Ramírez Tomás,PAN,0.224646,-0.807444,LXI
P01233,Herrera Rivera Bonifacio,PAN,-0.016606,-0.971152,LXI
P01234,Hinojosa Pérez José Manuel,PAN,0.868627,-0.482296,LXI
P01235,Huerta Montero Juan,PAN,0.512967,-0.477324,LXI
P01236,Hurtado Leija Gregorio,PAN,0.479333,-0.877633,LXI
P01237,Iñiguez Gámez José Luis,PAN,0.046396,-0.90881,LXI
P01238,Landero Gutiérrez José Francisco Javier,PAN,0.053693,-0.894947,LXI
P01239,López Hernández Oralia,PAN,0.786404,-0.617711,LXI
P01240,López Rabadán Kenia,PAN,0.64014,-0.768249,LXI
P01241,Lugo Martínez Ruth Esperanza,PAN,-0.175901,-0.984408,LXI
P01242,Luna Ruíz Gloria Trinidad,PAN,0.447063,-0.748736,LXI
P01243,Madrigal Díaz César Octavio,PAN,0.595305,-0.669855,LXI
P01244,Mancillas Amador César,PAN,0.617536,-0.721854,LXI
P01245,Márquez Zapata Nelly Del Carmen,PAN,0.761595,-0.648054,LXI
P01246,Marroquín Toledo José Manuel,PAN,0.44832,-0.761903,LXI
P01247,Martín López Miguel,PAN,0.760821,-0.648962,LXI
P01248,Martínez Alcázar Alfonso Jesús,PAN,0.084177,-0.769974,LXI
P01249,Martínez Martínez Carlos,PAN,0.626474,-0.723519,LXI
P01250,Martínez Montemayor Baltazar,PAN,0.218083,-0.819249,LXI
P01251,Martínez Peñaloza Miguel,PAN,0.442897,-0.75027,LXI
P01252,Meillón Johnston Carlos Luis,PAN,0.594248,-0.655116,LXI
P01253,Merino Loo Ramón,PAN,0.353676,-0.75811,LXI
P01254,Monge Villalobos Silvia Isabel,PAN,0.655662,-0.729145,LXI
P01255,Montalvo López Yolanda del Carmen,PAN,0.799591,-0.587111,LXI
P01256,Novoa Mossberger María Joann,PAN,0.738896,-0.636653,LXI
P01257,Oliva Ramírez Jaime,PAN,0.134045,-0.890181,LXI
P01258,Orduño Valdez Francisco Javier,PAN,0.508489,-0.731241,LXI
P01259,Orozco  Rosi,PAN,-0.032325,-0.93291,LXI
P01260,Ortega Joaquín Gustavo Antonio Miguel,PAN,-0.238459,-0.931236,LXI
P01261,Osuna Millán Miguel Antonio,PAN,0.02569,-0.813024,LXI
P01262,Ovando Patrón José Luis,PAN,0.641998,-0.684013,LXI
P01263,Paredes Arciga Ana Elia,PAN,0.678695,-0.655263,LXI
P01264,Parra Becerra María Felicitas,PAN,0.53418,-0.723279,LXI
P01265,Pascualli Gómez Juan de Jesús,PAN,0.185597,-0.833552,LXI
P01266,Pedroza Gaitán César Octavio,PAN,0.004287,-0.779737,LXI
P01267,Pérez Ceballos Silvia Esther,PAN,-0.201697,-0.906686,LXI
P01268,Pérez Cuevas Carlos Alberto,PAN,0.412002,-0.801209,LXI
P01269,Pérez Esquer Marcos,PAN,-0.108421,-0.844373,LXI
P01270,Pérez Reyes María Antonieta,PAN,0.79023,-0.612808,LXI
P01271,Pérez de Tejada Romero Ma. Elena,PAN,0.456973,-0.744553,LXI
P01272,Quezada Naranjo Benigno,PAN,0.078342,-0.793929,LXI
P01273,Ramírez Acuña Francisco Javier,PAN,0.51927,-0.730736,LXI
P01274,Ramírez Puente Camilo,PAN,0.707374,-0.706839,LXI
P01275,Ramírez Rangel Jesús,PAN,0.513766,-0.704769,LXI
P01276,Ramos Cárdenas Liev Vladimir,PAN,0.82035,-0.571862,LXI
P01277,Rangel Vargas Felipe de Jesús,PAN,0.549537,-0.565807,LXI
P01278,Rétiz Gutiérrez Ezequiel,PAN,-0.101056,-0.913719,LXI
P01279,Reynoso Femat Ma. de Lourdes,PAN,0.182429,-0.818919,LXI
P01280,Reynoso Sánchez Alejandra Noemí,PAN,0.167279,-0.847574,LXI
P01281,Rico Jiménez Martín,PAN,0.549916,-0.675022,LXI
P01282,Robles Medina Guadalupe Eduardo,PAN,0.616471,-0.622233,LXI
P01283,Rodríguez Dávila Alfredo Javier,PAN,0.079715,-0.912362,LXI
P01284,Rodríguez Galarza Wendy Guadalupe,PAN,-0.12932,-0.867056,LXI
P01285,Rodríguez Regordosa Pablo,PAN,0.325292,-0.621384,LXI
P01286,Rojo Montoya Adolfo,PAN,0.458665,-0.749341,LXI
P01287,Romero León Gloria,PAN,-0.018634,-0.866821,LXI
P01288,Salazar Sáenz Francisco Javier,PAN,0.45161,-0.636879,LXI
P01289,Salazar Vázquez Norma Leticia,PAN,0.237721,-0.691159,LXI
P01290,Saldaña Morán Julio,PAN,0.71871,-0.587716,LXI
P01291,Sánchez Romero Norma,PAN,-0.013934,-0.827326,LXI
P01292,Seara Sierra José Ignacio,PAN,-0.009486,-0.814382,LXI
P01293,Suárez González Laura Margarita,PAN,0.608314,-0.708278,LXI
P01294,Téllez González Ignacio,PAN,0.848175,-0.529716,LXI
P01295,Téllez Juárez Bernardo Margarito,PAN,0.711571,-0.702614,LXI
P01296,Tolento Hernández Sergio,PAN,0.326777,-0.72829,LXI
P01297,Torres Delgado Enrique,PAN,0.843479,-0.537163,LXI
P01298,Torres Ibarrola Agustín,PAN,-0.058307,-0.809696,LXI
P01299,Torres Peimbert María Marcela,PAN,0.707486,-0.706728,LXI
P01300,Torres Santos Sergio Arturo,PAN,-0.227906,-0.857787,LXI
P01301,Trejo Azuara Enrique Octavio,PAN,0.2523,-0.75327,LXI
P01302,Trigueras Durón Dora Evelyn,PAN,0.711211,-0.509444,LXI
P01303,Ugalde Basaldúa María Sandra,PAN,0.735079,-0.677974,LXI
P01304,Valencia Vales María Yolanda,PAN,0.635904,-0.711498,LXI
P01305,Valenzuela Cabrales Guadalupe,PAN,0.039199,-0.767044,LXI
P01306,Vega De Lamadrid Francisco Arturo,PAN,0.637557,-0.710831,LXI
P01307,Vera Hernández J. Guadalupe,PAN,0.101866,-0.895089,LXI
P01308,Vives Preciado Tomasa,PAN,0.783712,-0.575009,LXI
P01309,Zavaleta Rojas Guillermo José,PAN,-0.039761,-0.999209,LXI
P01310,Zetina Soto Sixto Alfonso,PAN,-0.047215,-0.830717,LXI
P01311,Acosta Naranjo Guadalupe,MORENA,-0.738604,-0.330168,LXI
P01312,Castro y Castro Juventino Víctor,MORENA,-0.764062,-0.111387,LXI
P01313,Espinosa Morales Olga Luz,MORENA,-0.777786,-0.299609,LXI
P01314,Guerrero Castillo Agustín,MORENA,-0.912376,-0.214799,LXI
P01315,Hernández Cruz Luis,MORENA,-0.7756,-0.258879,LXI
P01316,Hernández Juárez Francisco,MORENA,-0.830163,-0.22869,LXI
P01317,Incháustegui Romero Teresa del Carmen,MORENA,-0.839049,-0.280269,LXI
P01318,López Hernández Adán Augusto,MORENA,-0.978523,-0.137489,LXI
P01319,Marín Díaz Feliciano Rosendo,MORENA,-0.953053,-0.079983,LXI
P01320,Narro Céspedes José,MORENA,-0.830406,-0.226139,LXI
P01321,Nazares Jerónimo Dolores de los Ángeles,MORENA,-0.813215,-0.293128,LXI
P01322,Ríos Piter Armando,MORENA,-0.795896,-0.355718,LXI
P01323,Anaya Mota Claudia Edith,MORENA,-0.832179,-0.230516,LXI
P01324,Báez Ceja Víctor Manuel,MORENA,-0.76354,-0.182966,LXI
P01325,Bernardino Rojas Martha Angélica,MORENA,-0.73893,-0.273062,LXI
P01326,Burelo Burelo César Francisco,MORENA,-0.933505,-0.049346,LXI
P01327,Carmona Cabrera Bélgica Nabil,MORENA,-0.776441,-0.319882,LXI
P01328,Castro Cosío Víctor Manuel,MORENA,-0.901781,0.000122,LXI
P01329,Covarrubias Villaseñor Marcos Alberto,MORENA,-0.8508,-0.344326,LXI
P01330,Cruz Cruz Juanita Arcelia,MORENA,-0.802135,-0.255167,LXI
P01331,Damián Peralta Esthela,MORENA,-0.801266,-0.240728,LXI
P01332,Eguía Pérez Luis Felipe,MORENA,-0.885418,-0.230144,LXI
P01333,Encinas Rodríguez Alejandro de Jesús,MORENA,-0.877086,-0.237597,LXI
P01334,García Avilés Martín,MORENA,-0.796931,-0.263769,LXI
P01335,García Coronado Lizbeth,MORENA,-0.784515,-0.392456,LXI
P01336,Gómez León Ariel,MORENA,-0.79221,-0.272726,LXI
P01337,Guajardo Villarreal Mary Telma,MORENA,-0.808117,-0.314538,LXI
P01338,Gutiérrez Villanueva Sergio Ernesto,MORENA,-0.736693,-0.331591,LXI
P01339,Hernández Rodríguez Héctor Hugo,MORENA,-0.834547,-0.275007,LXI
P01340,Herrera Chávez Samuel,MORENA,-0.833663,-0.178426,LXI
P01341,Jaime Correa José Luis,MORENA,-0.800685,-0.330794,LXI
P01342,Jiménez Fuentes Ramón,MORENA,-0.713957,-0.177778,LXI
P01343,Jiménez López Ramón,MORENA,-0.982973,0.183749,LXI
P01344,Lara Lagunas Rodolfo,MORENA,-0.964594,-0.147545,LXI
P01345,Leyva Hernández Gerardo,MORENA,-0.731048,-0.206244,LXI
P01346,Llerenas Morales Vidal,MORENA,-0.761733,-0.327211,LXI
P01347,López Fernández Juan Carlos,MORENA,-0.739589,-0.290469,LXI
P01348,López Paredes Uriel,MORENA,-0.713658,-0.25172,LXI
P01349,Lozano Herrera Ilich Augusto,MORENA,-0.737586,-0.287678,LXI
P01350,Méndez Rangel Avelino,MORENA,-0.866618,-0.202456,LXI
P01351,Mendoza Arellano Eduardo,MORENA,-0.81725,-0.297822,LXI
P01352,Meza Castro Francisco Armando,MORENA,-0.677816,-0.14221,LXI
P01353,Navarro Aguilar Filemón,MORENA,-0.792776,-0.305452,LXI
P01354,Ovalle Vaquera Federico,MORENA,-0.793438,-0.277497,LXI
P01355,Quezada Contreras Leticia,MORENA,-0.871243,-0.2048,LXI
P01356,Rodríguez Martell Domingo,MORENA,-0.841673,-0.260126,LXI
P01357,Rosario Morales Florentina,MORENA,-0.879118,-0.196956,LXI
P01358,Salgado Vázquez Rigoberto,MORENA,-0.967327,-0.25353,LXI
P01359,Santana Alfaro Arturo,MORENA,-0.843373,-0.236524,LXI
P01361,Toledo Gutiérrez Mauricio Alonso,MORENA,-0.878865,-0.208348,LXI
P01362,Torres Piña Carlos,MORENA,-0.771669,-0.304967,LXI
P01363,Torres Robledo José M.,MORENA,-0.82404,-0.275449,LXI
P01364,Uranga Muñoz Enoé Margarita,MORENA,-0.817539,-0.21689,LXI
P01365,Valencia Barajas José María,MORENA,-0.784573,-0.234581,LXI
P01366,Vargas Cortez Balfre,MORENA,-0.947328,0.005881,LXI
P01367,Vázquez Camacho María Araceli,MORENA,-0.863407,-0.14696,LXI
P01368,Velázquez Esquivel Emiliano,MORENA,-0.803842,-0.235705,LXI
P01369,Vizcaíno Silva Indira,MORENA,-0.77441,-0.352471,LXI
P01370,Zambrano Grijalva José de Jesús,MORENA,-0.751276,-0.302805,LXI
P01371,Aguirre Herrera Ángel,MORENA,-0.497519,-0.118378,LXI
P01372,Ramírez Hernández Socorro Sofío,MORENA,0.508994,0.656957,LXI
P01373,Corona Valdés Lorena,PVEM,0.832487,0.061931,LXI
P01374,Ezeta Salcedo Mariana Ivette,PVEM,0.71696,-0.681651,LXI
P01378,Pérez-Alonso González Rodrigo,PVEM,0.766014,0.229799,LXI
P01379,Salinas Sada Ninfa Clara,PVEM,0.926508,0.041674,LXI
P01380,Vargas Sáenz Álvaro Raymundo,PVEM,0.80031,-0.429674,LXI
P01381,Brindis Álvarez Rosario,PVEM,0.703102,0.330476,LXI
P01382,Carabias Icaza Alejandro,PVEM,0.831521,0.111448,LXI
P01383,Cinta Martínez Alberto Emiliano,PVEM,0.737566,0.256005,LXI
P01384,Cirigo Vasquez Víctor Hugo,PVEM,-0.5683,0.15921,LXI
P01385,Escudero Morales Pablo,PVEM,0.876515,-0.074439,LXI
P01386,Guerra Abud Juan José,PVEM,0.770393,0.002446,LXI
P01387,Guerrero Rubio Diego,PVEM,-0.388451,-0.03706,LXI
P01388,Moreno Terán Carlos Samuel,PVEM,0.808549,0.36416,LXI
P01389,Pacchiano Alamán Rafael,PVEM,0.791593,0.212773,LXI
P01390,Piña Olmedo Laura,PVEM,-0.610692,0.115177,LXI
P01391,Sarur Torre Adriana,PVEM,0.736803,0.240414,LXI
P01392,Vidal Aguilar Liborio,PVEM,0.813494,0.334749,LXI
P01393,Flores Ramírez Juan Gerardo,PVEM,0.852965,0.071968,LXI
P01394,Natale López Juan Carlos,PVEM,0.742707,0.330674,LXI
P01395,Di Costanzo Armenta Mario Alberto,PT,-0.988557,0.150848,LXI
P01396,Escobar García Herón Agustín,PT,-0.974423,0.224723,LXI
P01397,González Yáñez Óscar,PT,-0.995406,0.095741,LXI
P01398,Muñoz Ledo  Porfirio,PT,-0.998001,0.063194,LXI
P01400,Cárdenas Gracia Jaime Fernando,PT,-0.994739,0.102442,LXI
P01401,Castillo Juárez Laura Itzel,PT,-0.99219,0.124732,LXI
P01402,Espinosa Ramos Francisco Amadeo,PT,-0.976631,0.214924,LXI
P01403,Fernández Noroña José Gerardo Rodolfo,PT,-0.98769,0.156423,LXI
P01404,Ibarra Pedroza Juan Enrique,PT,-0.972131,0.171518,LXI
P01405,Martínez y Hernández Ifigenia Martha,PT,-0.914173,0.21305,LXI
P01406,Reyes Sahagún Teresa Guadalupe,PT,-0.9889,0.14858,LXI
P01407,Vázquez González Pedro,PT,-0.942285,0.150168,LXI
P01408,Caro Cabrera Salvador,PT,-0.435131,0.305301,LXI
P01409,Kahwagi Macari Jorge Antonio,MORENA,0.168288,0.207873,LXI
P01411,Orozco Torres Norma Leticia,MORENA,0.925002,0.039546,LXI
P01412,Martínez Peña Elsa María,MORENA,0.761093,0.564382,LXI
P01413,Pérez de Alva Blanco Roberto,MORENA,0.78938,0.548677,LXI
P01414,Pinedo Alonso Cora,MORENA,0.754479,0.572338,LXI
P01415,Tamez Guerra Reyes S.,MORENA,0.672549,0.593322,LXI
P01416,Torre Canales María del Pilar,MORENA,0.777971,0.6283,LXI
P01417,Álvarez Cisneros Jaime,MC,-0.615977,0.123604,LXI
P01418,Arizmendi Campos Laura,MC,-0.700299,0.070756,LXI
P01419,Gertz Manero Alejandro,MC,-0.671883,0.139605,LXI
P01420,García Almanza María Guadalupe,MC,-0.675375,0.057898,LXI
P01421,Jiménez León Pedro,MC,-0.699849,0.114399,LXI
P01422,Ochoa Mejía Ma. Teresa Rosaura,MC,-0.684805,0.068408,LXI
P01423,Torres Abarca O. Magdalena,MORENA,-0.75039,-0.266396,LXI
P01424,Serrano Jiménez Emilio,MORENA,-0.829575,-0.237961,LXI
P01425,Clouthier Carrillo Manuel Jesús,MORENA,0.767213,-0.641392,LXI
P01426,Vázquez Aguilar Jaime Arturo,MORENA,-0.580236,-0.102771,LXI
P01427,Madrigal Ceja Israel,MORENA,-0.72042,-0.29034,LXI
P01428,Cueva Sada Guillermo,PVEM,0.88515,0.124475,LXI
P01429,Del Mazo Morales Gerardo,MORENA,0.694167,0.607101,LXI
P01434,Ávila Nevárez Pedro,PRI,-0.572026,0.165655,LXI
P01435,Rosas Ramírez Enrique Salomón,PRI,0.10297,0.460636,LXI
P01436,Aguilar Góngora Efraín Ernesto,PRI,0.205054,0.278984,LXI
P01437,Garza Flores Noé Fernando,PRI,0.198993,0.062143,LXI
P01438,Gutiérrez de la Torre Cuauhtémoc,PRI,0.790718,0.211834,LXI
P01439,Nazar Morales Julián,PRI,-0.449373,0.18824,LXI
P01440,Ramírez Martínez Malco,PRI,0.178827,0.654381,LXI
P01441,Ruíz de Teresa Guillermo Raúl,PRI,0.000698,0.408449,LXI
P01447,Ledesma Romo Eduardo,PVEM,0.605581,0.620645,LXI
P01448,Del Mazo Maza Alejandro,PVEM,0.553961,0.252465,LXI
P01449,Ezeta Salcedo Carlos Alberto,PVEM,0.876429,0.143981,LXI
P01450,Saénz Vargas Caritina,PVEM,0.561037,0.202836,LXI
P01451,Ríos Vázquez Alfonso Primitivo,PT,-0.96551,0.155378,LXI
P01452,Nadal Riquelme Daniela,PRI,-0.197688,0.115095,LXI
P01453,Cruz Martínez Marcos Carlos,MORENA,-0.830736,-0.156556,LXI
P01454,Canseco Gómez Morelos Jaime Carlos,PRI,0.716732,-0.070367,LXI
P01455,Avilés Álvarez Violeta,PRI,0.427831,0.056774,LXI
P01456,García  Dávila Laura Felicitas,PRI,0.273028,0.091737,LXI
P01459,Rodríguez González Rafael,PRI,-0.220949,0.131915,LXI
P01460,Zapata Lucero Ana Georgina,PRI,0.193535,0.052079,LXI
P01461,Valls Esponda Maricarmen,PAN,-0.066647,-0.843045,LXI
P01462,Miranda Herrera Nely Edith,PRI,-0.132258,0.190336,LXI
P01463,Robles Morales Adela,PRI,-0.306874,0.154291,LXI
P01479,Hurtado  Vallejo Susana,PRI,0.200547,0.038308,LXI
P01484,González Cruz Karla Verónica,PAN,0.023904,-0.999714,LXI
P01487,Galicia Ávila Víctor Manuel Anastasio,PRI,-0.256452,0.315688,LXI
P01488,Soria Morales Blanca Juana,PRI,0.370231,0.096322,LXI
P01489,Agundiz Pérez Laura Viviana,PAN,0.204588,-0.829893,LXI
P01490,Puppo Gastélum Silvia,MORENA,-0.772999,-0.17614,LXI
P01491,Espino Arévalo Fernando,PRI,-0.380748,0.195055,LXI
P01492,Quintana Padilla Aránzazu,PAN,-0.077941,-0.876974,LXI
P01493,Mendoza Sánchez María de Jesús,PAN,-0.303553,-0.907576,LXI
P01494,Godoy Toscano Julio César,MORENA,-0.768619,-0.248768,LXI
P01496,Silva Chacón Víctor Roberto,PRI,0.226827,0.037575,LXI
P01525,Álvarez Martínez José Luis,PRI,-0.26508,0.380229,LXI
P01526,González Soto Diana Patricia,PRI,0.43166,0.185872,LXI
P01551,Urzúa Rivera Ricardo,PRI,0.11318,0.066935,LXI
P01552,Guzmán Lozano María del Carmen,PAN,0.041428,-0.882704,LXI
P01553,Cornejo Barrera Luciano,MORENA,-0.798952,-0.188695,LXI
P01554,Ocegueda Silva María Florentina,MORENA,-0.81924,-0.428624,LXI
P01557,Rodarte Ayala Josefina,PRI,0.178367,0.045091,LXI
P01558,Díaz Juárez Pavel,MORENA,-0.814485,-0.242635,LXI
P01559,González Díaz José Alfredo,MORENA,-0.780003,-0.310208,LXI
P01561,Herrera Martínez Jorge,PVEM,-0.420869,0.139194,LXI
P01569,Fernández Martínez Silvia,PRI,0.541834,0.337993,LXI
P01571,Villanueva de la Luz Moisés,PRI,0.173624,0.0092,LXI
P01572,Barraza Chávez Héctor Elías,MORENA,-0.746658,-0.363704,LXI
P01573,Mastache Mondragón Aarón,MORENA,-0.849492,-0.048021,LXI
P01575,Vieyra Alamilla Marcela,PRI,0.725236,-0.00639,LXI
P01576,García  Silva Luis,PRI,0.204406,0.052528,LXI
P01582,Salazar Blanco Iridia,PAN,0.262163,-0.739086,LXI
P01583,Meza Elizondo José Isabel,MORENA,-0.541661,0.158593,LXI
P01713,Chaire Chavero Edgardo,PAN,0.120229,-0.929607,LXI
P01723,De la Fuente Godínez Alejandro,MORENA,-0.903902,-0.079709,LXI
P01731,Rosas Peralta Frida Celeste,PRI,0.024253,0.059607,LXI
P01770,De la Rosa Cortés Lily Fabiola,PRI,0.526737,0.477151,LXI
P01795,Regis Adame Juan Carlos,MORENA,-0.782059,-0.23129,LXI
P01797,Aguilar Álvarez y Mazarrasa Jaime,PRI,0.146451,0.084547,LXI
P01798,Alonzo Morales María Ester,PRI,-0.41763,0.170584,LXI
P01799,Díaz  Azuara Norberta Adalmira,PRI,-0.245379,0.506748,LXI
P01800,Granja Peniche Daniel Jesús,PRI,-0.153232,-0.266411,LXI
P01801,Peralta Galicia Aníbal,PRI,-0.429454,0.247649,LXI
P01802,Porras Valles Gloria,PRI,0.679414,-0.078473,LXI
P01803,Soto Plata Blanca Luz Purificación Dalila,PRI,0.141915,0.085608,LXI
P01804,Tirado Gálvez Reyna Araceli,PRI,0.099192,0.509417,LXI
P01805,Valdés González Mayra Lucila,PAN,-0.183215,-0.397323,LXI
P01806,García Ayala Celia,MORENA,-0.78008,-0.345188,LXI
P01810,Curmina Cervera Margarita Beatríz de la Candelaria,PRI,0.028503,0.102449,LXI
P01812,Gutiérrez Burciaga Lilia Isabel,PRI,-0.369738,0.476245,LXI
P01813,Gatica  Garzón  Rodolfina,MORENA,-0.770043,-0.451639,LXI
P01815,De la Garza Malacara Adolfo,PRI,0.122257,0.184604,LXI
P01821,Franco Hernández Luz Mireya,PRI,-0.259496,0.083407,LXI
P01822,González Schcolnik Valerio,PAN,0.173302,-0.78244,LXI
P01833,Caraveo Galindo Teresita,PRI,-0.008589,0.20526,LXI
P01834,Calles Villegas Patricia,PRI,-0.363585,0.122019,LXI
P01835,Cano Villegas Carmen Margarita,PAN,0.403384,-0.885269,LXI
P01836,Sánchez Miranda Hugo Lino,PAN,0.396398,-0.889296,LXI
P01837,Quihuis Fragoso Mariano,PVEM,-0.516541,-0.152626,LXI
P01840,Cabrera Muñoz Ma. Dolores Patricia,PRI,0.153626,-0.394239,LXI
P01841,Durán Ortíz Estefanía,PRI,-0.416663,0.098744,LXI
P01842,Narváez Ochoa Moisés,PRI,-0.260211,0.083384,LXI
P01843,Valle Vea Carmen Lizeth,PAN,0.093784,-0.995593,LXI
P01844,Pola Figueroa Elvira de Jesús,MORENA,-1.1e-05,-0.757068,LXI
P01845,Sánchez Cortés Hilario Everardo,MORENA,-0.723368,-0.290287,LXI
P01846,Flores  Majul Omar Jalil,PRI,-0.422196,-0.394377,LXI
P01847,González Hernández Yolanda Eugenia,PRI,0.143201,0.501388,LXI
P01848,Nava Sánchez Christian Alejandro,PRI,0.148627,0.493186,LXI
P01849,González  Mata José Antonio,MORENA,-0.761688,0.235547,LXI
P01868,Banda López María Gabriela,PAN,0.093933,-0.995578,LXI
P01869,Rubí Huicochea Fidel Christian,PAN,-0.744436,-0.667694,LXI
P01872,Franco Cruz María de la Cruz Patricia,PRI,0.128698,0.091707,LXI
P01873,Gómez Villalovos María de la Luz,PRI,0.110966,0.689802,LXI
P01874,Olivas Hernández María Elvira,PRI,-0.452218,0.212339,LXI
P01875,Zamora Ruíz María Elena,PAN,0.093963,-0.995576,LXI
P01879,Villegas  Méndez José Luis,PAN,0.09316,-0.995649,LXI
P01880,Benítez Navarrete María del Socorro,PRI,-0.005254,0.739926,LXI
P01881,González  Alvarado María Genoveva Anavel,PRI,-0.00528,0.739929,LXI
P01883,Montes de Oca Rodríguez Xóchitl,PAN,-0.397368,-0.878549,LXI
P01884,Rosales Franco Rodrígo Trinidad,PAN,0.094476,-0.995527,LXI
P00162,Borboa Becerra Omar Antonio,PAN,0.010773,0.723729,LXII
P00213,García González Carlos Alberto,PAN,-0.104187,0.534012,LXII
P00243,López Cisneros José Martín,PAN,-0.10143,0.567498,LXII
P00343,Zavaleta Salgado Ruth,PVEM,-0.851086,-0.232004,LXII
P00354,Bautista Bravo Alliet Mariana,MORENA,0.770235,-0.436309,LXII
P00373,Flores Salazar Guadalupe Socorro,MORENA,0.822275,-0.09308,LXII
P00410,Narcía Álvarez Héctor,PVEM,-0.506201,-0.336254,LXII
P00430,Sánchez Camacho Alejandro,MORENA,0.870786,-0.01317,LXII
P00450,Alavez Ruiz Aleida,MORENA,0.822772,-0.133754,LXII
P00458,Villanueva Albarrán Gerardo,MC,0.98915,0.14691,LXII
P00467,Aldana Prieto Luis Ricardo,PRI,-0.595916,-0.352689,LXII
P00470,Barajas Del Toro Salvador,PRI,-0.601811,-0.351894,LXII
P00482,Cárdenas Del Avellano Enrique,PRI,-0.599246,-0.342653,LXII
P00488,Díaz Athié Antonio de Jesús,PRI,-0.600826,-0.35751,LXII
P00492,Escajeda Jiménez José Rubén,PRI,-0.600359,-0.351195,LXII
P00496,Flores Sandoval Patricio,PRI,-0.909221,-0.168664,LXII
P00526,Ochoa González Arnoldo,PRI,-0.598428,-0.351393,LXII
P00561,Velasco Pérez Juan Carlos,PRI,-0.717698,-0.379915,LXII
P00575,Samperio Montaño Juan Ignacio,MC,0.909484,0.010716,LXII
P00603,Cantú Garza Ricardo,PT,0.946106,-0.323857,LXII
P00609,Romero Guzmán Rosa Elia,PT,0.949693,-0.300241,LXII
P00627,Ochoa López Nabor,PVEM,-0.916751,-0.140437,LXII
P00638,Rivera Villanueva Erick Marte,PAN,-0.093113,0.877569,LXII
P00721,Salinas Pérez Josefina,MORENA,0.744275,-0.430684,LXII
P01899,Aceves y del Olmo Carlos Humberto,PRI,-0.601575,-0.333797,LXII
P01900,Araujo de la Torre Elsa Patricia,PRI,-0.598227,-0.351217,LXII
P01901,Barba Mariscal Marco Antonio,PRI,-0.792294,-0.610139,LXII
P01902,Del Angel Acosta Jorge,PRI,-0.598216,-0.351337,LXII
P01903,Delgadillo González Claudia,PRI,-0.791838,-0.026247,LXII
P01904,Díaz Palacios Víctor Emanuel,PRI,-0.91806,-0.02995,LXII
P01905,Duarte Murillo José Ignacio,PRI,-0.595861,-0.342126,LXII
P01906,Galindo Quiñones Heriberto Manuel,PRI,-0.595874,-0.342022,LXII
P01907,Grajales Palacios Francisco,PRI,-0.602033,-0.346929,LXII
P01908,Guevara González Javier Filiberto,PRI,-0.596017,-0.343584,LXII
P01909,Gutiérrez De la Garza Héctor,PRI,-0.598459,-0.349884,LXII
P01910,López Zavala Javier,PRI,-0.601702,-0.346454,LXII
P01911,Mendoza Curiel Ma Leticia,PRI,-0.59586,-0.341991,LXII
P01912,Montes Alvarado Abraham,PRI,-0.595919,-0.34211,LXII
P01913,Murillo Karam Jesús,PRI,0.783845,0.620956,LXII
P01914,Pacheco Rodríguez Ricardo Fidel,PRI,-0.595399,-0.344474,LXII
P01915,Rangel Segovia Alejandro,PRI,-0.599811,-0.350979,LXII
P01916,Salgado Delgado Fernando,PRI,-0.589826,-0.331155,LXII
P01917,Villaseñor Vargas Paloma,PRI,-0.603216,-0.360141,LXII
P01918,Zepeda González Francisco Alberto,PRI,-0.865773,0.005904,LXII
