voter_id,nombre,partido,legislatura,dim_1,dim_2
P02520,"González Silva, Ruth",PVEM,LXVI,0.244383,0.969678
P02521,"Guadiana Mandujano, Cecilia Guadalupe",MORENA,LXVI,0.022129,0.999754
P02522,"Guerra Mena, Juanita",PVEM,LXVI,-0.240776,0.356631
P02523,"Gutiérrez Escalante, Mariela",MORENA,LXVI,-0.210611,0.529806
P02524,"Hernández Aceves, Ana Karen",PT,LXVI,-0.036106,-0.372718
P02526,"Hernández Villafuerte, Gilberto",PVEM,LXVI,0.041317,0.999145
P02527,"Herrera Dagdug, José Sabino",MORENA,LXVI,-0.240777,0.356702
P02528,"Huerta Ladrón de Guevara, Manuel",MORENA,LXVI,-0.240783,0.356676
P02529,"Inzunza Cázarez, Enrique",MORENA,LXVI,-0.240759,0.356631
P02530,"Jarero Velázquez, Miguel Pavel",MORENA,LXVI,-0.240773,0.356686
P02531,"Kantún Can, María Martina",MORENA,LXVI,-0.240753,0.356614
P02532,"Loera de la Rosa, Juan Carlos",MORENA,LXVI,-0.240778,0.356676
P02533,"Lomelí Bolaños, Carlos",MORENA,LXVI,-0.240821,0.360227
P02534,"López Castro, Cynthia Iliana",MORENA,LXVI,-0.539405,-0.625011
P02535,"López Hernández, Edith",MORENA,LXVI,-0.240763,0.356634
P02536,"Magaña Fonseca, Virginia",PVEM,LXVI,-0.240776,0.356629
P02537,"Márquez Márquez, Miguel",PAN,LXVI,0.032402,-0.90017
P02538,"Mendoza Amezcua, Virgilio",PVEM,LXVI,-0.245606,0.280062
P02539,"Mercado Salgado, Víctor",MORENA,LXVI,-0.240774,0.35669
P02540,"Mier Velazco, Ignacio",MORENA,LXVI,-0.240825,0.360266
P02541,"Mojica Morga, Beatriz",MORENA,LXVI,-0.231758,0.337335
P02542,"Morales Toledo, Antonino",MORENA,LXVI,-0.237456,0.363902
P02543,"Moreno Cárdenas, Alejandro",PRI,LXVI,0.486209,-0.575012
P02544,"Ochoa Fernández, Cuauhtémoc",MORENA,LXVI,-0.237454,0.363908
P02545,"Olvera Bautista, Simey",MORENA,LXVI,-0.256219,0.420947
P02546,"Polevnsky Gurwitz, Yeidckol",PT,LXVI,-0.040294,-0.3867
P02547,"Ramírez Acuña, Francisco Javier",PAN,LXVI,0.144957,-0.845992
P02548,"Ramírez Padilla, Julieta",MORENA,LXVI,-0.231736,0.337259
P02549,"Reyes Hernández, Ivideliza",PAN,LXVI,0.043668,-0.918291
P02550,"Robles Gutiérrez, Beatriz Silvia",MORENA,LXVI,-0.240776,0.356666
P02551,"Rodríguez Hernández, Verónica",PAN,LXVI,0.004777,-0.999989
P02552,"Ruiz Ruiz, Karina Isabel",MORENA,LXVI,-0.24078,0.356701
P02553,"Ruíz Sandoval, Cristina",PRI,LXVI,0.385043,-0.553851
P02554,"Ruvalcaba Gámez, Nora",MORENA,LXVI,-0.240778,0.356685
P02555,"Sánchez García, Lizeth",PT,LXVI,-0.044722,-0.383423
P02556,"Sánchez Ramos, Paloma",PRI,LXVI,0.491586,-0.57616
P02557,"Sánchez Vásquez, Gustavo",PAN,LXVI,0.144495,-0.857951
P02558,"Sanmiguel Sánchez, Imelda",PAN,LXVI,0.122451,-0.882891
P02559,"Saucedo Reyes, Araceli",MORENA,LXVI,-0.231753,0.337308
P02560,"Segura Vázquez, Eugenio",MORENA,LXVI,-0.240775,0.356695
P02561,"Sheffield Padilla, Francisco Ricardo",MORENA,LXVI,-0.298162,0.369845
P02562,"Sosa Ruíz, Olga Patricia",MORENA,LXVI,-0.231752,0.337305
P02563,"Tello Espinosa, Claudia",MORENA,LXVI,-0.003144,0.810135
P02564,"Toledo Zamora, Karla Guadalupe",PRI,LXVI,0.548125,-0.606096
P02565,"Valles Sampedro, Lorenia Iveth",MORENA,LXVI,-0.184515,0.202285
P02566,"Vargas Del Villar, Enrique",PAN,LXVI,0.153845,-0.809845
P02567,"Vázquez Robles, Mario Humberto",PAN,LXVI,-0.124658,-0.992199
P02568,"Viggiano Austria, Carolina",PRI,LXVI,0.613526,-0.614333
P02569,"Vila Dosal, Mauricio",PAN,LXVI,-0.247407,-0.948758
P02570,"Yunes Márquez, Miguel Ángel",MORENA,LXVI,-0.884216,0.467078
P02571,"Zapata Bello, Rolando Rodrigo",PRI,LXVI,0.496055,-0.589668
P02572,"Zatarain García, Susana",PAN,LXVI,0.00151,-0.999999
P02573,"Bañuelos De La Torre, Geovanna",PT,LXVI,-0.033749,-0.383402
P02574,"Monreal Ávila, Saúl",MORENA,LXVI,-0.173164,0.235734
P02575,"Silva Romo, Luis Alfonso",PVEM,LXVI,-0.231725,0.33724
P02576,"Murat Hinojosa, Alejandro",MORENA,LXVI,-0.245618,0.279873
P02579,"Reyes Carmona, Emmanuel",MORENA,LXVI,0.20231,0.979319
P02580,"Beltrones Rivera, Manlio Fabio",MORENA,LXVI,0.151203,-0.80911
P02581,"Riquelme Solís, Miguel Ángel",PRI,LXVI,0.453015,-0.585622
P02585,"Castrejón Trujillo, Karen",PVEM,LXVI,-0.237339,0.372262
P02586,"Chavira De La Rosa, María Guadalupe",MORENA,LXVI,-0.231736,0.337246
P02587,"Chíguil Figueroa, Francisco",MORENA,LXVI,-0.240752,0.356617
P02590,"Ortiz Hernández, Tabita",MC,LXVI,-0.172073,-0.630734
P02595,"Arriaga Márquez, Bertha Estela",PAN,LXVI,0.191269,-0.889747
P02598,"Bonilla Herrera, Raquel",MORENA,LXVI,-0.773025,0.634376
P02599,"Evangelista Aniceto, Carlos Alberto",MORENA,LXVI,-0.750343,0.661049
P02602,"Pérez Pérez, Francisco Arturo",MORENA,LXVI,-0.177899,0.246753
P02603,"Gutiérrez Santoyo, María Luisa",MORENA,LXVI,-0.102073,0.551102
P02610,"Falcón Venegas, Sandra Luz",MORENA,LXVI,-0.234371,0.235261
P02681,"Dip. Aguilar Gil, Lilia",PT,LXVI,-0.829418,0.529875
P02682,"Dip. Álvarez Nemer, Mónica Angélica",MORENA,LXVI,-0.829418,0.529875
P02684,"Dip. Fernández Samaniego, José Armando",MORENA,LXVI,-0.949169,0.314766
P02685,"Dip. Gómez Maldonado, Maiella Martha Gabriela",MORENA,LXVI,-0.829418,0.529875
P02687,"Dip. Miranda Barrera, Luis Enrique",PVEM,LXVI,-0.949169,0.314766
P02691,"Dip. Valdés Peña, Jesús",MORENA,LXVI,-0.829418,0.529875
P02695,"Novoa Toscano, David",PAN,LXVI,0.031951,-0.999485
P02696,"Sobrino Argaez, Carlos Hernando",PRI,LXVI,0.492302,-0.867812
P02721,"Jaimes Archundia, Erik Iván",MORENA,LXVI,-0.605918,-0.795527
P02723,"Bolaños Azocar, Raymundo",PAN,LXVI,0.08729,-0.952091
P02724,"García Gordillo, Edna Geraldina",PRI,LXVI,0.493102,-0.867739
