voter_id,nombre,partido,dim_1,dim_2,legislatura
P01589,"Armenta Mier, Alejandro",MORENA,0.298498,0.409791,LXIV
P01590,"Ávila Vázquez, Katya Elizabeth",MORENA,0.314157,0.394744,LXIV
P01591,"Ávila Villegas, Eruviel",PRI,-0.574522,0.144723,LXIV
P01592,"Balderas Espinoza, Claudia Esther",MORENA,0.723331,0.521802,LXIV
P01593,"Bañuelos, Geovanna",PT,0.8729,-0.213926,LXIV
P01594,"Batres Guadarrama, Martí",MORENA,0.851232,0.464808,LXIV
P01595,"Beltrones Sánchez, Sylvana",PRI,-0.66512,-0.063609,LXIV
P01596,"Benavides Cobos, Gabriela",PVEM,-0.347794,0.077093,LXIV
P01597,"Bolaños-Cacho Cué, Raúl",PVEM,-0.028655,0.27664,LXIV
P01599,"Camino Farjat, Verónica Noemí",PVEM,0.403653,-0.105955,LXIV
P01600,"Caraveo Camarena, Bertha Alicia",MORENA,0.298665,0.423123,LXIV
P01601,"Cárdenas Mariscal, María Antonia",MORENA,0.628538,0.568136,LXIV
P01602,"Castañeda Hoeflich, Clemente",MC,-0.650576,-0.607584,LXIV
P01603,"Castro Castro, Imelda",MORENA,0.631397,0.526469,LXIV
P01604,"Covarrubias Cervantes, Ma. Guadalupe",MORENA,0.307378,0.415501,LXIV
P01605,"De la Sierra Arámburo, Nancy",PT,0.970984,-0.239145,LXIV
P01606,"De León Villard, Sasil",MORENA,0.087584,0.749551,LXIV
P01607,"Delgadillo García, Verónica",MC,-0.669479,-0.69586,LXIV
P01608,"Delgado, Dante",MC,-0.655657,-0.755048,LXIV
P01609,"Dothé Mata, Primo",MORENA,0.745097,0.518208,LXIV
P01610,"Enríquez Herrera, José Ramón",MORENA,0.295076,0.12213,LXIV
P01611,"Galaz Caletti, Eva Eugenia",MORENA,0.665548,0.185502,LXIV
P01612,"García Arrieta, Angélica",MORENA,0.210543,0.36508,LXIV
P01613,"García Conejo, Antonio",MORENA,-0.537088,0.098629,LXIV
P01614,"García Sepúlveda, Samuel Alejandro",MC,-0.636739,-0.771078,LXIV
P01615,"García Yáñez, Ángel",PRI,-0.610281,0.038929,LXIV
P01616,"Gómez Álvarez, Delfina",MORENA,0.23625,0.32702,LXIV
P01617,"González Yáñez, Alejandro",PT,0.921606,0.388127,LXIV
P01618,"Guadiana Tijerina, Santana Armando",MORENA,0.032532,0.500638,LXIV
P01619,"Gutiérrez Castorena, Daniel",MORENA,0.55538,0.700438,LXIV
P01620,"Jara Cruz, Salomón",MORENA,0.622025,0.541065,LXIV
P01621,"Lagunes Soto Ruíz, Alejandra",PVEM,-0.427982,0.028177,LXIV
P01622,"Luévano Cantú, María Soledad",MORENA,0.298748,0.409956,LXIV
P01623,"Mancera Espinosa, Miguel Ángel",MORENA,-0.52981,0.040855,LXIV
P01624,"Martínez Cázares, Germán",MORENA,-0.135026,0.767284,LXIV
P01625,"Martínez García, Verónica",PRI,-0.664152,0.109686,LXIV
P01626,"Martínez Hernández, Ifigenia",MORENA,0.182189,0.317026,LXIV
P01627,"Martínez Miranda, Higinio",MORENA,0.325421,0.78263,LXIV
P01628,"May Rodríguez, Javier",MORENA,0.21001,0.365649,LXIV
P01629,"Mayorga Delgado, Nuvia Magdalena",PRI,-0.627567,0.057756,LXIV
P01630,"Menchaca Salazar, Julio Ramón",MORENA,0.085274,0.595972,LXIV
P01631,"Méndez Ortiz, Casimiro",MORENA,0.611176,0.564442,LXIV
P01632,"Meza, Lucy",MORENA,0.048264,0.750346,LXIV
P01633,"Micher Camarena, Martha Lucía",MORENA,0.614561,0.539391,LXIV
P01634,"Monreal Ávila, Ricardo",MORENA,0.085834,0.595836,LXIV
P01635,"Mora Arellano, Elvia Marcela",MORENA,0.402099,0.277753,LXIV
P01636,"Narro Céspedes, José",MORENA,0.79215,0.610326,LXIV
P01637,"Noyola Cervantes, Ma. Leonor",PVEM,-0.314906,0.178582,LXIV
P01638,"Osorio Chong, Miguel Ángel",PRI,-0.631375,0.012315,LXIV
P01639,"Ostoa Ortega, Aníbal",MORENA,0.279848,0.386688,LXIV
P01640,"Padilla Peña, Joel",PT,0.732529,-0.064345,LXIV
P01641,"Paredes Rangel, Beatriz Elena",PRI,-0.613081,4.4e-05,LXIV
P01642,"Pech Várguez, José Luis",MORENA,0.631668,0.51852,LXIV
P01643,"Pérez Cuellar, Cruz",MORENA,0.058172,0.684175,LXIV
P01644,"Pinedo Alonso, Cora Cecilia",PT,0.890256,-0.147796,LXIV
P01645,"Ramírez Aguilar, Oscar Eduardo",MORENA,0.298285,0.412945,LXIV
P01646,"Ramírez Marín, Jorge Carlos",PRI,-0.614163,0.306615,LXIV
P01647,"Rivera Rivera, Ana Lilia",MORENA,0.625803,0.571169,LXIV
P01648,"Rocha Moya, Rubén",MORENA,0.278888,0.385118,LXIV
P01649,"Romo Molina, Eunice Renata",MORENA,0.299216,0.411825,LXIV
P01650,"Rubio Márquez, Vanessa",PRI,-0.66268,0.120917,LXIV
P01651,"Ruiz Massieu Salinas, Claudia",PRI,-0.632088,0.00822,LXIV
P01652,"Salazar Solorio, Radamés",MORENA,0.282785,0.386625,LXIV
P01653,"Salgado Macedonio, J. Félix",MORENA,0.31084,0.367751,LXIV
P01654,"Sánchez García, Cecilia Margarita",MORENA,0.295698,0.399156,LXIV
P01655,"Téllez, Lilly",MORENA,-0.336593,0.94165,LXIV
P01656,"Trasviña Waldenrath, Jesús Lucía",MORENA,0.637424,0.520917,LXIV
P01657,"Valdez Martínez, Lilia Margarita",MORENA,0.342064,0.769735,LXIV
P01658,"Vasconcelos, Héctor",MORENA,0.072716,0.584097,LXIV
P01659,"Velasco Coello, Manuel",PVEM,-0.032049,0.194739,LXIV
P01660,"Villarreal Anaya, Américo",MORENA,0.342032,0.769802,LXIV
P01661,"Villegas Canché, Freyda Marybel",MORENA,0.286011,0.383558,LXIV
P01662,"Zamora Gastélum, Mario",PRI,-0.663096,-0.110596,LXIV
P01663,"Zamora Guzmán, Rogelio Israel",PVEM,-0.108512,0.372378,LXIV
P01664,"Zepeda, Juan",MC,-0.739214,-0.673471,LXIV
P01665,"Álvarez Icaza Longoria, Emilio",MORENA,-0.989229,-0.146375,LXIV
P01666,"Bermúdez Méndez, José Erandi",PAN,-0.843636,0.34744,LXIV
P01667,"Castro Cosío, Víctor Manuel",MORENA,-0.445144,0.895458,LXIV
P01668,"Cruz Blackledge, Gina Andrea",PAN,-0.869873,0.347255,LXIV
P01669,"Fernández Balboa, Mónica",MORENA,0.72066,0.397298,LXIV
P01670,"Fócil Pérez, Juan Manuel",MORENA,-0.534881,0.042059,LXIV
P01671,"Fuentes Solís, Víctor Oswaldo",PAN,-0.873931,0.473678,LXIV
P01672,"Gálvez Ruiz, Xóchitl",PAN,-0.869371,0.372429,LXIV
P01673,"Gama Basarte, Marco Antonio",PAN,-0.900326,0.314707,LXIV
P01674,"García Cabeza de Vaca, Ismael",PAN,-0.943257,0.243352,LXIV
P01675,"Herrera Ruiz, Gilberto",MORENA,0.840527,0.541769,LXIV
P01676,"Kempis Martínez, Indira",MC,-0.666734,-0.653001,LXIV
P01677,"López Rabadán, Kenia",PAN,-0.87569,0.363593,LXIV
P01678,"Madero Muñoz, Gustavo Enrique",PAN,-0.960069,0.279764,LXIV
P01679,"Márquez Alvarado, Martha Cecilia",PAN,-0.976153,0.217085,LXIV
P01680,"Martín del Campo Martín del Campo, Juan Antonio",PAN,-0.848951,0.365562,LXIV
P01681,"Martínez Simón, Mayuli Latifa",PAN,-0.944558,0.328346,LXIV
P01682,"Mercado, Patricia",MC,-0.63709,-0.770789,LXIV
P01683,"Navarro Acevedo, Nadia",PAN,-0.827162,0.37569,LXIV
P01684,"Núñez Sánchez, Gloria Elizabeth",PAN,-0.842833,0.338907,LXIV
P01685,"Paz Alonzo, Raúl",PAN,-0.801432,0.387282,LXIV
P01686,"Piña Gudiño, Blanca Estela",MORENA,0.98873,0.149713,LXIV
P01687,"Rementería del Puerto, Julen",PAN,-0.880066,0.383499,LXIV
P01688,"Reynoso Sánchez, Alejandra Noemí",PAN,-0.94507,0.326867,LXIV
P01689,"Rosales San Román, Indira de Jesús",PAN,-0.908858,0.417094,LXIV
P01690,"Saldaña Cisneros, María Guadalupe",PAN,-0.914679,0.343259,LXIV
P01691,"Salgado García, Nestora",MORENA,0.229608,0.779476,LXIV
P01692,"Vázquez Alatorre, Antares Guadalupe",MORENA,0.945205,0.326477,LXIV
P01693,"Vázquez Mota, Josefina",PAN,-0.851711,0.382842,LXIV
P01694,"Zepeda Vidales, Damián",PAN,-0.901604,0.320123,LXIV
P01695,"Harp Iturribarría, Susana",MORENA,0.655592,0.297265,LXIV
P01696,"Hernández Mora, M. Citlalli",MORENA,0.985095,0.172009,LXIV
P01697,"León Gastélum, Alejandra del Carmen",PT,0.937641,-0.347604,LXIV
P01698,"Valencia de la Mora, Gricelda",MORENA,0.305743,0.420593,LXIV
P01699,"Gómez Urrutia, Napoleón",MORENA,0.383553,0.372387,LXIV
P01701,"Kuri González, Mauricio",PAN,-0.892294,0.451456,LXIV
P01702,"Moreno Valle Rosas, Rafael",PAN,-0.629204,0.147177,LXIV
P01703,"Murguía Gutiérrez, María Guadalupe",PAN,-0.81125,0.348382,LXIV
P01704,"Aceves del Olmo, Carlos Humberto",PRI,-0.550976,-0.022663,LXIV
P01705,"Anaya Mota, Claudia Edith",PRI,-0.822264,-0.086255,LXIV
P01706,"Murat Hinojosa, Eduardo Enrique",PVEM,-0.351958,0.349137,LXIV
P01708,"Quiñonez Ruiz, Juan",MC,-0.636213,-0.640111,LXIV
P01710,"Castañón, Noé",MC,-0.645852,-0.76346,LXIV
P01712,"Bours Griffith, Arturo",MORENA,0.304804,0.412978,LXIV
P01714,"Peña Villa, José Alejandro",MORENA,0.304815,0.413079,LXIV
P01715,"Rodríguez Ramírez, Jesusa",MORENA,0.99901,-0.044481,LXIV
P01716,"Sánchez Hernández, Gloria",MORENA,0.491662,0.257821,LXIV
P01717,"Guerrero Sánchez, Martha",MORENA,0.626881,0.536671,LXIV
P01718,"Haces Barba, Pedro",MORENA,0.417689,0.538775,LXIV
P01719,"Jiménez Yáñez, Juan José",MORENA,0.310802,0.359356,LXIV
P01720,"Peralta Suárez, Ovidio Salvador",MORENA,0.525313,0.715025,LXIV
P01721,"Velázquez Meza, Ricardo",MORENA,0.556771,0.193414,LXIV
P01722,"Novelo Osuna, Gerardo",MORENA,0.873705,0.08176,LXIV
P01724,"Rodríguez Domínguez, Martha María",PAN,-0.986968,0.160917,LXIV
P01726,"Maceda Luna, Omar Obed",MORENA,-0.533609,0.039296,LXIV
P01727,"González González, María Merced",MORENA,0.47378,0.247726,LXIV
P01728,"Moya Clemente, Roberto Juan",PAN,-0.723507,0.383576,LXIV
P01729,"Encinas Meneses, Jesús",MORENA,0.368328,0.512857,LXIV
P01730,"Molina Ramírez, Joel",MORENA,0.391137,0.193003,LXIV
P01732,"Lucero Olivas, Miguel Ángel",PT,0.729591,-0.08113,LXIV
P01734,"Dip. Bonifaz Moedano, Raúl Eduardo",MORENA,0.057838,0.998326,LXIV
P01737,"Dip. Delgado Carrillo, Mario",MORENA,-0.791895,0.610657,LXIV
P01747,"Dip. Sauri Riancho, Dulce María",PRI,0.689668,-0.724126,LXIV
P01759,"Dip. Huerta del Río, María de los Ángeles",MORENA,-0.004232,0.664462,LXIV
P01764,"Pérez Astorga, Ernesto",MORENA,0.30246,0.462863,LXIV
P01769,"Moreno Bastida, Ricardo",MORENA,0.39032,0.37008,LXIV
P01779,"Dip. Olvera Bautista, Simey",MORENA,0.000485,0.55406,LXIV
P01786,"Dip. Salazar Báez, Josefina",PAN,-0.936996,0.349339,LXIV
P01790,"Habib Abimerhi, Jorge Alberto",PRI,-0.501403,-0.046666,LXIV
P01791,"Rueda Gómez, Concepción",MORENA,0.054239,0.245705,LXIV
P01793,"Sánchez Arredondo, Nancy Guadalupe",MORENA,0.367705,0.429222,LXIV
P01794,"Galarza Villaseñor, José Alberto",MC,-0.711879,-0.702303,LXIV
P01807,"Sánchez Sugía, María Celeste",MORENA,0.789193,0.614145,LXIV
P01808,"Salazar Sáenz, Francisco Javier",PAN,-0.886441,0.297562,LXIV
P01809,"Ortíz Salinas, Luis David",MC,-0.812157,-0.583439,LXIV
P01816,"Botello Montes, José Alfredo",PAN,-0.931587,0.363517,LXIV
P01817,"González Delgadillo, Jesús Horacio",PAN,-0.822693,0.568486,LXIV
P01818,"Moo Cahuich, Arturo del Carmen",MORENA,0.386395,0.483715,LXIV
P01819,"Solórzano Fraga, José Alfonso Pascual",MORENA,0.382626,0.485868,LXIV
P01820,"Villarreal Zavala, Audelia Esthela",PAN,-0.827928,0.560835,LXIV
P01825,"Pérez Flores, Checo",MORENA,0.382626,0.485818,LXIV
P01826,"Elenes Angulo, Raúl de Jesús",MORENA,0.382638,0.485819,LXIV
P01827,"Galindo Quiñones, Heriberto Manuel",PRI,-0.527244,-0.133052,LXIV
P01829,"Sandoval Urban, Evelia",MORENA,0.382615,0.485871,LXIV
P01830,"Trejo Pureco, Marco",MORENA,-0.835854,0.548951,LXIV
P01831,"Gaitán Díaz, María Graciela",PVEM,0.874428,0.485155,LXIV
P01832,"López Hernández, Ruth Alejandra",MC,-0.660179,-0.751108,LXIV
P01838,"López García, María Marena",MORENA,0.382658,0.485861,LXIV
P01839,"Martínez Cárdenas, Laura Susana",PAN,-0.941322,0.337508,LXIV
P00096,"López Sollano, Saúl",MORENA,0.517883,-0.113646,LXV
P00713,"Hernández Ramos, Minerva",PAN,-0.860348,0.250418,LXV
P01584,"Abreu Artiñano, Rocío Adriana",MORENA,0.454378,-0.145969,LXV
P01586,"Álvarez Lima, José Antonio Cruz",MORENA,0.50783,-0.150888,LXV
P01587,"Añorve Baños, Manuel",PRI,-0.487222,0.193636,LXV
P01588,"Arias Solís, Cristóbal",MORENA,0.478079,-0.178768,LXV
P01589,"Armenta Mier, Alejandro",MORENA,0.530097,-0.140545,LXV
P01590,"Ávila Vázquez, Katya Elizabeth",MORENA,0.642273,-0.272209,LXV
P01591,"Ávila Villegas, Eruviel",PRI,-0.198231,-0.465935,LXV
P01592,"Balderas Espinoza, Claudia Esther",MORENA,0.735408,0.677624,LXV
P01593,"Bañuelos, Geovanna",PT,0.173542,0.032375,LXV
P01595,"Beltrones Sánchez, Sylvana",PRI,-0.896716,0.084684,LXV
P01596,"Benavides Cobos, Gabriela",PVEM,0.454887,-0.352135,LXV
P01597,"Bolaños-Cacho Cué, Raúl",PVEM,0.162611,-0.014006,LXV
P01598,"Bonilla Valdez, Jaime",MORENA,0.798277,0.602291,LXV
P01599,"Camino Farjat, Verónica Noemí",MORENA,0.642193,-0.272396,LXV
P01600,"Caraveo Camarena, Bertha Alicia",MORENA,0.496924,-0.177556,LXV
P01601,"Cárdenas Mariscal, María Antonia",MORENA,0.973445,0.228921,LXV
P01602,"Castañeda Hoeflich, Clemente",MC,-0.756656,-0.291755,LXV
P01603,"Castro Castro, Imelda",MORENA,0.483264,-0.179358,LXV
P01604,"Covarrubias Cervantes, Ma. Guadalupe",MORENA,0.494221,-0.181352,LXV
P01605,"De la Sierra Arámburo, Nancy",MORENA,-0.923739,-0.016037,LXV
P01606,"De León Villard, Sasil",MORENA,0.491992,-0.167319,LXV
P01607,"Delgadillo García, Verónica",MC,-0.545292,-0.511417,LXV
P01608,"Delgado, Dante",MC,-0.758782,-0.293121,LXV
P01609,"Dothé Mata, Primo",MORENA,0.354417,0.113011,LXV
P01610,"Enríquez Herrera, José Ramón",MORENA,0.414116,-0.140341,LXV
P01611,"Galaz Caletti, Eva Eugenia",MORENA,0.329598,-0.163938,LXV
P01613,"García Conejo, Antonio",MORENA,-0.842315,0.116528,LXV
P01615,"García Yáñez, Ángel",PRI,-0.445744,0.076502,LXV
P01616,"Gómez Álvarez, Delfina",MORENA,0.265261,0.177346,LXV
P01617,"González Yáñez, Alejandro",PT,0.49888,-0.163347,LXV
P01618,"Guadiana Tijerina, Santana Armando",MORENA,0.552012,0.328947,LXV
P01619,"Gutiérrez Castorena, Daniel",MORENA,0.495594,-0.17826,LXV
P01620,"Jara Cruz, Salomón",MORENA,0.463343,0.639437,LXV
P01621,"Lagunes Soto Ruíz, Alejandra",PVEM,0.787722,-0.61603,LXV
P01622,"Luévano Cantú, María Soledad",MORENA,0.454888,-0.147069,LXV
P01623,"Mancera Espinosa, Miguel Ángel",MORENA,-0.569209,-0.119779,LXV
P01624,"Martínez Cázares, Germán",MORENA,-0.998646,-0.052022,LXV
P01625,"Martínez García, Verónica",PRI,-0.461604,0.084972,LXV
P01626,"Martínez Hernández, Ifigenia",MORENA,0.495391,-0.128221,LXV
P01627,"Martínez Miranda, Higinio",MORENA,0.413531,-0.134568,LXV
P01629,"Mayorga Delgado, Nuvia Magdalena",PRI,-0.284532,-0.592182,LXV
P01630,"Menchaca Salazar, Julio Ramón",MORENA,0.470447,0.502074,LXV
P01631,"Méndez Ortiz, Casimiro",MORENA,0.781597,-0.341022,LXV
P01632,"Meza, Lucy",MORENA,0.100276,0.053668,LXV
P01633,"Micher Camarena, Martha Lucía",MORENA,0.741085,-0.152896,LXV
P01634,"Monreal Ávila, Ricardo",MORENA,0.995597,0.093737,LXV
P01635,"Mora Arellano, Elvia Marcela",MORENA,0.68182,-0.252263,LXV
P01636,"Narro Céspedes, José",MORENA,0.461096,-0.161356,LXV
P01638,"Osorio Chong, Miguel Ángel",PRI,-0.455857,-5e-06,LXV
P01639,"Ostoa Ortega, Aníbal",MORENA,0.269792,-0.348637,LXV
P01640,"Padilla Peña, Joel",PT,0.313057,-0.09847,LXV
P01641,"Paredes Rangel, Beatriz Elena",PRI,-0.454749,0.079004,LXV
P01642,"Pech Várguez, José Luis",MC,-0.496706,0.423772,LXV
P01644,"Pinedo Alonso, Cora Cecilia",PT,0.208276,-0.028152,LXV
P01645,"Ramírez Aguilar, Oscar Eduardo",MORENA,0.525339,-0.137478,LXV
P01646,"Ramírez Marín, Jorge Carlos",PRI,-0.223342,-0.553346,LXV
P01647,"Rivera Rivera, Ana Lilia",MORENA,0.493407,-0.178154,LXV
P01649,"Romo Molina, Eunice Renata",MORENA,0.641768,-0.273256,LXV
P01651,"Ruiz Massieu Salinas, Claudia",PRI,-0.792918,-0.123131,LXV
P01653,"Salgado Macedonio, J. Félix",MORENA,0.500138,-0.150288,LXV
P01654,"Sánchez García, Cecilia Margarita",MORENA,0.237837,0.922868,LXV
P01655,"Téllez, Lilly",PAN,-0.97992,0.19939,LXV
P01656,"Trasviña Waldenrath, Jesús Lucía",MORENA,0.47999,-0.124194,LXV
P01657,"Valdez Martínez, Lilia Margarita",MORENA,0.495663,-0.178442,LXV
P01658,"Vasconcelos, Héctor",MORENA,0.486849,-0.058795,LXV
P01659,"Velasco Coello, Manuel",PVEM,0.373275,-0.066756,LXV
P01660,"Villarreal Anaya, Américo",MORENA,0.470439,0.502049,LXV
P01661,"Villegas Canché, Freyda Marybel",MORENA,0.484623,-0.186567,LXV
P01662,"Zamora Gastélum, Mario",PRI,-0.6299,0.286277,LXV
P01663,"Zamora Guzmán, Rogelio Israel",PVEM,0.518011,-0.163686,LXV
P01664,"Zepeda, Juan",MC,-0.879986,-0.401132,LXV
P01665,"Álvarez Icaza Longoria, Emilio",MORENA,-0.996201,-0.087079,LXV
P01666,"Bermúdez Méndez, José Erandi",PAN,-0.892615,0.3818,LXV
P01668,"Cruz Blackledge, Gina Andrea",PAN,-0.833867,0.262887,LXV
P01669,"Fernández Balboa, Mónica",MORENA,0.721159,-0.120251,LXV
P01670,"Fócil Pérez, Juan Manuel",MORENA,-0.921664,0.103575,LXV
P01671,"Fuentes Solís, Víctor Oswaldo",PAN,-0.848055,0.529878,LXV
P01672,"Gálvez Ruiz, Xóchitl",PAN,-0.980294,0.197542,LXV
P01673,"Gama Basarte, Marco Antonio",MC,-0.545977,0.20137,LXV
P01674,"García Cabeza de Vaca, Ismael",PAN,-0.745122,0.024751,LXV
P01675,"Herrera Ruiz, Gilberto",MORENA,0.75303,0.028341,LXV
P01676,"Kempis Martínez, Indira",MC,-0.810177,-0.310972,LXV
P01677,"López Rabadán, Kenia",PAN,-0.790782,0.266406,LXV
P01678,"Madero Muñoz, Gustavo Enrique",MORENA,-0.99653,-0.083238,LXV
P01679,"Márquez Alvarado, Martha Cecilia",PT,-0.030715,-0.999528,LXV
P01680,"Martín del Campo Martín del Campo, Juan Antonio",PAN,-0.667337,0.3439,LXV
P01681,"Martínez Simón, Mayuli Latifa",PAN,-0.754934,0.36117,LXV
P01682,"Mercado, Patricia",MC,-0.72736,-0.458403,LXV
P01683,"Navarro Acevedo, Nadia",PAN,-0.867149,0.15913,LXV
P01684,"Núñez Sánchez, Gloria Elizabeth",MC,-0.694433,-0.105601,LXV
P01685,"Paz Alonzo, Raúl",MORENA,0.131642,-0.831419,LXV
P01686,"Piña Gudiño, Blanca Estela",MORENA,0.301846,0.137499,LXV
P01687,"Rementería del Puerto, Julen",PAN,-0.787509,0.286628,LXV
P01688,"Reynoso Sánchez, Alejandra Noemí",PAN,-0.842927,0.329923,LXV
P01689,"Rosales San Román, Indira de Jesús",PAN,-0.829516,0.25436,LXV
P01690,"Saldaña Cisneros, María Guadalupe",PAN,-0.755556,0.297305,LXV
P01691,"Salgado García, Nestora",MORENA,0.475985,0.059629,LXV
P01692,"Vázquez Alatorre, Antares Guadalupe",MORENA,0.642305,-0.272212,LXV
P01693,"Vázquez Mota, Josefina",PAN,-0.760268,0.295209,LXV
P01694,"Zepeda Vidales, Damián",PAN,-0.982268,0.187485,LXV
P01695,"Harp Iturribarría, Susana",MORENA,0.250279,0.046103,LXV
P01696,"Hernández Mora, M. Citlalli",MORENA,0.48655,-0.180361,LXV
P01697,"León Gastélum, Alejandra del Carmen",MC,-0.437531,-0.141246,LXV
P01698,"Valencia de la Mora, Gricelda",MORENA,0.433413,0.147842,LXV
P01699,"Gómez Urrutia, Napoleón",MORENA,0.495486,-0.195204,LXV
P01705,"Anaya Mota, Claudia Edith",PRI,-0.87589,-0.08929,LXV
P01707,"García Hernández, Gabriel",MORENA,0.488684,-0.176943,LXV
P01708,"Quiñonez Ruiz, Juan",MORENA,0.656251,0.109097,LXV
P01709,"Sánchez Cordero Dávila, Olga María del Carmen",MORENA,0.469854,0.303148,LXV
P01710,"Castañón, Noé",MC,-0.701971,-0.310472,LXV
P01712,"Bours Griffith, Arturo",MORENA,0.515084,-0.095503,LXV
P01714,"Peña Villa, José Alejandro",MORENA,0.562782,0.150153,LXV
P01716,"Sánchez Hernández, Gloria",MORENA,0.462904,0.131632,LXV
P01717,"Guerrero Sánchez, Martha",MORENA,0.516127,-0.213268,LXV
P01720,"Peralta Suárez, Ovidio Salvador",MORENA,0.501971,-0.178608,LXV
P01721,"Velázquez Meza, Ricardo",MORENA,0.731747,-0.323165,LXV
P01722,"Novelo Osuna, Gerardo",MORENA,0.415048,-0.027783,LXV
P01727,"González González, María Merced",MORENA,0.863527,-0.370095,LXV
P01728,"Moya Clemente, Roberto Juan",PAN,-0.747833,0.255681,LXV
P01732,"Lucero Olivas, Miguel Ángel",PT,-0.069769,0.241899,LXV
P01764,"Pérez Astorga, Ernesto",MORENA,0.361199,0.14776,LXV
P01769,"Moreno Bastida, Ricardo",MORENA,0.523591,-0.411158,LXV
P01793,"Sánchez Arredondo, Nancy Guadalupe",MORENA,0.388037,0.273954,LXV
P01807,"Sánchez Sugía, María Celeste",MORENA,0.616991,0.125664,LXV
P01808,"Salazar Sáenz, Francisco Javier",PAN,-0.729036,0.684471,LXV
P01809,"Ortíz Salinas, Luis David",MC,-0.732013,-0.404703,LXV
P01816,"Botello Montes, José Alfredo",PAN,-0.856906,0.368645,LXV
P01818,"Moo Cahuich, Arturo del Carmen",MORENA,0.548912,-0.122436,LXV
P01825,"Pérez Flores, Checo",MORENA,0.503321,0.039983,LXV
P01826,"Elenes Angulo, Raúl de Jesús",MORENA,0.463018,-0.151232,LXV
P01831,"Gaitán Díaz, María Graciela",PVEM,0.463551,-0.150636,LXV
P01832,"López Hernández, Ruth Alejandra",MC,-0.69844,-0.139165,LXV
P01870,"Cervantes Rojas, Elí César Eduardo",MORENA,0.917051,0.398763,LXV
P01871,"Cravioto Romero, César Arnulfo",MORENA,0.839692,-0.377685,LXV
P01885,"Espino de la Peña, Rafael",MORENA,0.990096,0.140395,LXV
P01886,"Rojas Loreto, Estrella",PAN,-0.771243,0.355068,LXV
P02377,"Vázquez Saut, Judith Fabiola",MORENA,0.389413,-0.086934,LXV
P02381,"Gómez Hernández, Adolfo",MORENA,0.494999,-0.185066,LXV
P02382,"Jiménez Arteaga, Rosa Elena",MORENA,0.495963,-0.186019,LXV
P02383,"López Vargas, Faustino",MORENA,0.656221,0.109148,LXV
P02384,"Rojas Mancera, Navor Alberto",MORENA,0.505597,-0.158835,LXV
P02387,"López Gómez, Gabriela",MORENA,0.701501,0.084315,LXV
P02388,"Márquez Valdivia, Rogelio",MORENA,0.703484,0.088967,LXV
P02389,"Jurado Valadez, Adriana Guadalupe",PAN,-0.980922,0.074895,LXV
P02391,"Larios Esparza, Juan Francisco",PAN,-0.779966,0.322163,LXV
P02414,"Flores Hurtado, Reyes",MORENA,0.481534,-0.335058,LXV
P02415,"Gómez Leal, José Ramón",MORENA,0.467503,-0.354122,LXV
P02447,"Rojas Díaz Durán, Alejandro",MORENA,-0.324261,-0.259293,LXV
P02450,"Ballesteros Mancilla, Laura Iraís",MC,-0.711746,0.161017,LXV
P02452,"Tamayo Herrera, Yadhira Yvette",PAN,-0.590272,0.807204,LXV
P02453,"Aguilar Castillejos, José Antonio",MORENA,0.468635,-0.883391,LXV
P02455,"Holguín Franco, Omar",MORENA,-0.162976,-0.462822,LXV
P02459,"López Carreto, Indira Paola",MORENA,0.302764,-0.219101,LXV
P02460,"Hernández Fernández, Maura",MORENA,0.302785,-0.219156,LXV
P02461,"Peña Ocampo, Leticia",MORENA,0.302789,-0.219132,LXV
P00020,"Cantón Zetina, Oscar",MORENA,-0.774423,-0.153649,LXVI
P00033,"Corral Jurado, Javier",MORENA,-0.679282,-0.117732,LXVI
P00790,"López Hernández, Adán Augusto",MORENA,-0.787227,-0.146532,LXVI
P00799,"Morón Orozco, Raúl",MORENA,-0.789662,-0.149381,LXVI
P00802,"Ortiz Domínguez, Maki Esther",PVEM,-0.973501,-0.228683,LXVI
P00821,"Romero Celis, Mely",PRI,0.378467,-0.449038,LXVI
P00828,"Salazar Fernández, Luis Fernando",MORENA,-0.70676,-0.022864,LXVI
P00846,"Melgar Bravo, Luis Armando",PVEM,-0.675541,-0.479457,LXVI
P01586,"Álvarez Lima, José Antonio Cruz",MORENA,-0.78897,-0.152322,LXVI
P01587,"Añorve Baños, Manuel",PRI,0.36406,-0.437838,LXVI
P01599,"Camino Farjat, Verónica Noemí",MORENA,-0.786766,-0.148792,LXVI
P01602,"Castañeda Hoeflich, Clemente",MC,0.968306,-0.249768,LXVI
P01603,"Castro Castro, Imelda",MORENA,-0.791309,-0.14829,LXVI
P01606,"De León Villard, Sasil",MORENA,-0.766804,-0.152683,LXVI
P01615,"García Yáñez, Ángel",PRI,0.380508,-0.449332,LXVI
P01617,"González Yáñez, Alejandro",PT,-0.790879,-0.153594,LXVI
P01627,"Martínez Miranda, Higinio",MORENA,-0.727328,-0.184272,LXVI
P01633,"Micher Camarena, Martha Lucía",MORENA,-0.786038,-0.150477,LXVI
P01639,"Ostoa Ortega, Aníbal",MORENA,-0.791718,-0.148501,LXVI
P01646,"Ramírez Marín, Jorge Carlos",PVEM,-0.715293,0.000781,LXVI
P01647,"Rivera Rivera, Ana Lilia",MORENA,-0.765495,-0.239496,LXVI
