voter_id,nombre,genero,curul_tipo,legislatura,partido,partido_disciplina,dim_1_aligned,dim_2_aligned,dim_1_raw,dim_2_raw,disciplina,n_votos
P01647,"Rivera Rivera, Ana Lilia",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.1502907482387476,-0.2693304849315068,-0.765495,-0.239496,0.9766,299.0
P01653,"Salgado Macedonio, J. Félix",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.17026074823874754,-0.18063948493150683,-0.785465,-0.150805,1.0,162.0
P01655,"Téllez, Lilly",F,,LXVI,PAN,Convergencia,1.5009672517612525,0.3128485150684932,0.885763,0.342683,0.9363,251.0
P01656,"Trasviña Waldenrath, Jesús Lucía",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.17329974823874755,-0.18308948493150684,-0.788504,-0.153255,0.9871,232.0
P01657,"Valdez Martínez, Lilia Margarita",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.16627574823874752,-0.18484348493150687,-0.78148,-0.155009,1.0,331.0
P01659,"Velasco Coello, Manuel",M,mayoria_relativa,LXVI,PVEM,Nueva Alianza,-0.15489774823874752,-0.17520548493150684,-0.770102,-0.145371,1.0,234.0
P01680,"Martín del Campo Martín del Campo, Juan Antonio",M,mayoria_relativa,LXVI,PAN,Convergencia,1.0546752517612525,0.19064251506849314,0.439471,0.220477,0.9892,277.0
P01681,"Martínez Simón, Mayuli Latifa",F,plurinominal,LXVI,PAN,Convergencia,1.3467902517612524,0.38207551506849313,0.731586,0.41191,0.9962,265.0
P01695,"Harp Iturribarría, Susana",F,,LXVI,MORENA,Independientes,-0.15389774823874752,-0.19667848493150686,-0.769102,-0.166844,0.9965,284.0
P01703,"Murguía Gutiérrez, María Guadalupe",F,,LXVI,PAN,Convergencia,1.4210782517612526,0.5622515150684931,0.805874,0.592086,0.9713,314.0
P01705,"Anaya Mota, Claudia Edith",F,,LXVI,PRI,Partido Encuentro Social,1.0048122517612526,-0.48829848493150685,0.389608,-0.458464,0.9967,305.0
P02415,"Gómez Leal, José Ramón",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.1775867482387476,-0.18894948493150687,-0.792791,-0.159115,0.9775,267.0
P02484,"Aguilar Castillo, Heriberto Marcelo",M,,LXVI,MORENA,Independientes,-0.17463174823874755,-0.18028148493150686,-0.789836,-0.150447,0.9864,294.0
P02485,"Anaya Cortés, Ricardo",M,,LXVI,PAN,Convergencia,1.1949982517612525,0.23883351506849318,0.579794,0.268668,1.0,331.0
P02486,"Anaya Gutiérrez, Alberto",M,,LXVI,PT,Alternativa Socialdemócrata,-0.14148974823874755,-0.3459264849315068,-0.756694,-0.316092,1.0,204.0
P02487,"Angulo Briceño, Pablo Guillermo",M,,LXVI,PRI,Partido Encuentro Social,1.2223092517612524,-0.3573274849315068,0.607105,-0.327493,0.9947,187.0
P02488,"Arias Trevilla, Alejandra Berenice",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.17465174823874757,-0.18035448493150685,-0.789856,-0.15052,1.0,317.0
P02489,"Ascencio Ortega, Reyna Celeste",F,,LXVI,MORENA,Independientes,-0.17366874823874762,-0.18214548493150684,-0.788873,-0.152311,0.9966,298.0
P02490,"Ávalos Zempoalteca, Anabell",F,plurinominal,LXVI,PRI,Partido Encuentro Social,1.0040472517612524,-0.4930844849315068,0.388843,-0.46325,1.0,302.0
P02491,"Ayala Robles, Armando",M,,LXVI,MORENA,Independientes,-0.17430674823874753,-0.18092948493150685,-0.789511,-0.151095,0.9889,270.0
P02492,"Barrales Magdaleno, Alejandra",F,,LXVI,MC,Sin Partido,1.5746962517612524,-0.3115714849315069,0.959492,-0.281737,0.996,252.0
P02493,"Barreda Pavón, Francisco Daniel",M,plurinominal,LXVI,MC,Sin Partido,1.5254452517612525,-0.4439124849315068,0.910241,-0.414078,0.9963,271.0
P02494,"Bugarín, Jasmine María",F,,LXVI,PVEM,Nueva Alianza,-0.17103374823874756,-0.18265548493150685,-0.786238,-0.152821,0.9949,197.0
P02495,"Camarillo Medina, Néstor",M,plurinominal,LXVI,PRI,Partido Encuentro Social,1.1015862517612525,-0.6471334849315069,0.486382,-0.617299,1.0,146.0
P02496,"Campuzano González, Gina Gerardina",F,mayoria_relativa,LXVI,PAN,Convergencia,1.3422572517612525,0.3747885150684932,0.727053,0.404623,0.9959,242.0
P02497,"Castillo Juárez, Laura Itzel",F,,LXVI,MORENA,Independientes,-0.17451574823874755,-0.17999248493150688,-0.78972,-0.150158,1.0,314.0
P02498,"Cepeda Salas, Alfonso",M,plurinominal,LXVI,MORENA,Independientes,-0.16849674823874755,-0.17645248493150684,-0.783701,-0.146618,0.9891,274.0
P02499,"Chávez Treviño, Andrea",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.1759847482387476,-0.18176448493150688,-0.791189,-0.15193,1.0,325.0
P02500,"Colosio Riojas, Luis Donaldo",M,plurinominal,LXVI,MC,Sin Partido,1.5658672517612524,-0.34006048493150687,0.950663,-0.310226,0.9788,189.0
P02501,"Corona Nakamura, María del Rocío",F,,LXVI,PVEM,Nueva Alianza,-0.17458874823874754,-0.18032048493150687,-0.789793,-0.150486,1.0,333.0
P02502,"Cortés García, Luisa",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.17458574823874756,-0.18031948493150685,-0.78979,-0.150485,1.0,325.0
P02503,"Cortés Mendoza, Marko",M,,LXVI,PAN,Convergencia,1.2480452517612524,0.11051551506849314,0.632841,0.14035,0.982,278.0
P02504,"Cruz Castellanos, José Manuel",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.17415774823874758,-0.18364348493150684,-0.789362,-0.153809,1.0,298.0
P02505,"Davis Castro, Homero",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.17375874823874754,-0.18217148493150687,-0.788963,-0.152337,1.0,294.0
P02506,"Díaz Delgado, Blanca Judith",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.17941074823874753,-0.18415848493150683,-0.794615,-0.154324,1.0,313.0
P02507,"Díaz Marmolejo, María de Jesús",F,,LXVI,PAN,Convergencia,1.2204842517612524,0.44197051506849305,0.60528,0.471805,0.9763,253.0
P02508,"Díaz Robles, Verónica",F,,LXVI,MORENA,Independientes,-0.17462474823874757,-0.18030448493150686,-0.789829,-0.15047,1.0,310.0
P02509,"Dorantes Lámbarri, Agustín",M,mayoria_relativa,LXVI,PAN,Convergencia,1.0995372517612525,0.3228215150684932,0.484333,0.352656,0.9816,272.0
P02510,"Esquer Verdugo, Alejandro",M,plurinominal,LXVI,MORENA,Independientes,-0.15627174823874762,-0.17623948493150687,-0.771476,-0.146405,1.0,293.0
P02511,"Esquivel Torres, Laura",F,plurinominal,LXVI,PAN,Convergencia,1.2946782517612525,0.16946051506849316,0.679474,0.199295,0.9796,294.0
P02512,"Estrada Mauro, Laura",F,,LXVI,MORENA,Independientes,-0.1717337482387476,-0.17809648493150687,-0.786938,-0.148262,1.0,273.0
P02513,"Fernández González, Waldo",M,,LXVI,PVEM,Nueva Alianza,-0.17627274823874756,-0.18233848493150684,-0.791477,-0.152504,1.0,296.0
P02514,"Fernández Noroña, Gerardo",M,,LXVI,MORENA,Independientes,-0.17118874823874758,-0.18043148493150685,-0.786393,-0.150597,0.9873,315.0
P02516,"García Medina, Amalia Dolores",F,,LXVI,MC,Sin Partido,1.6046652517612525,-0.17463648493150685,0.989461,-0.144802,0.9697,264.0
P02518,"González Hernández, Alma Anahí",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.14918874823874756,-0.19712748493150684,-0.764393,-0.167293,1.0,230.0
P02519,"González Márquez, Michel",F,,LXVI,PAN,Convergencia,1.1563962517612525,0.19663351506849316,0.541192,0.226468,0.9885,262.0
P02520,"González Silva, Ruth",F,,LXVI,PVEM,Nueva Alianza,-0.08490174823874758,-0.17295648493150684,-0.700106,-0.143122,0.9892,279.0
P02521,"Guadiana Mandujano, Cecilia Guadalupe",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.0748447482387476,-0.20028248493150685,-0.690049,-0.170448,0.9965,285.0
P02522,"Guerra Mena, Juanita",F,,LXVI,PVEM,Nueva Alianza,-0.1749037482387476,-0.18121648493150683,-0.790108,-0.151382,0.953,319.0
P02523,"Gutiérrez Escalante, Mariela",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.14642074823874757,-0.18105748493150686,-0.761625,-0.151223,0.996,250.0
P02524,"Hernández Aceves, Ana Karen",F,mayoria_relativa,LXVI,PT,Alternativa Socialdemócrata,-0.16701874823874757,-0.3665094849315068,-0.782223,-0.336675,0.936,203.0
P02526,"Hernández Villafuerte, Gilberto",M,mayoria_relativa,LXVI,PVEM,Nueva Alianza,-0.08540774823874758,-0.17370148493150683,-0.700612,-0.143867,0.9601,326.0
P02527,"Herrera Dagdug, José Sabino",M,plurinominal,LXVI,MORENA,Independientes,-0.1720777482387476,-0.17985448493150685,-0.787282,-0.15002,1.0,262.0
P02528,"Huerta Ladrón de Guevara, Manuel",M,,LXVI,MORENA,Independientes,-0.17461874823874762,-0.18029848493150685,-0.789823,-0.150464,1.0,316.0
P02529,"Inzunza Cázarez, Enrique",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.17934574823874755,-0.19005348493150687,-0.79455,-0.160219,1.0,325.0
P02530,"Jarero Velázquez, Miguel Pavel",M,,LXVI,MORENA,Independientes,-0.17535974823874761,-0.18229748493150683,-0.790564,-0.152463,0.9967,302.0
P02531,"Kantún Can, María Martina",F,mayoria_relativa,LXVI,MORENA,Independientes,-0.17463974823874756,-0.18033648493150684,-0.789844,-0.150502,1.0,331.0
P02532,"Loera de la Rosa, Juan Carlos",F,,LXVI,MORENA,Independientes,-0.17481174823874762,-0.17794448493150683,-0.790016,-0.14811,1.0,301.0
P02533,"Lomelí Bolaños, Carlos",M,,LXVI,MORENA,Independientes,-0.16858874823874753,-0.17484448493150684,-0.783793,-0.14501,1.0,235.0
P02534,"López Castro, Cynthia Iliana",F,,LXVI,MORENA,Independientes,-0.3839197482387476,0.012013515068493158,-0.999124,0.041848,0.944,250.0
P02535,"López Hernández, Edith",F,,LXVI,MORENA,Independientes,-0.17456574823874754,-0.17991648493150686,-0.78977,-0.150082,1.0,315.0
P02536,"Magaña Fonseca, Virginia",F,mayoria_relativa,LXVI,PVEM,Nueva Alianza,-0.17465374823874752,-0.18035248493150685,-0.789858,-0.150518,0.9807,311.0
P02537,"Márquez Márquez, Miguel",M,plurinominal,LXVI,PAN,Convergencia,1.1111992517612526,0.27726451506849314,0.495995,0.307099,0.9882,255.0
P02538,"Mendoza Amezcua, Virgilio",M,,LXVI,PVEM,Nueva Alianza,-0.1749077482387476,-0.18922348493150687,-0.790112,-0.159389,1.0,241.0
P02539,"Mercado Salgado, Víctor",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.1796987482387476,-0.19200248493150684,-0.794903,-0.162168,0.9463,298.0
P02540,"Mier Velazco, Ignacio",M,,LXVI,MORENA,Independientes,-0.17165774823874752,-0.17809848493150687,-0.786862,-0.148264,0.9926,271.0
P02541,"Mojica Morga, Beatriz",F,,LXVI,MORENA,Independientes,-0.17374274823874752,-0.18197948493150684,-0.788947,-0.152145,1.0,278.0
P02542,"Morales Toledo, Antonino",M,,LXVI,MORENA,Independientes,-0.15300674823874755,-0.17629848493150685,-0.768211,-0.146464,1.0,232.0
P02543,"Moreno Cárdenas, Alejandro",M,,LXVI,PRI,Partido Encuentro Social,1.0064312517612524,-0.49855248493150683,0.391227,-0.468718,1.0,213.0
P02544,"Ochoa Fernández, Cuauhtémoc",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.15103874823874758,-0.17470948493150684,-0.766243,-0.144875,1.0,242.0
P02545,"Olvera Bautista, Simey",F,,LXVI,MORENA,Independientes,-0.1618457482387476,-0.17796148493150687,-0.77705,-0.148127,0.997,328.0
P02546,"Polevnsky Gurwitz, Yeidckol",F,,LXVI,PT,Alternativa Socialdemócrata,-0.1685297482387476,-0.36897448493150686,-0.783734,-0.33914,1.0,240.0
P02547,"Ramírez Acuña, Francisco Javier",M,,LXVI,PAN,Convergencia,1.1408992517612524,0.18628351506849314,0.525695,0.216118,0.9497,298.0
P02548,"Ramírez Padilla, Julieta",F,,LXVI,MORENA,Independientes,-0.17369974823874762,-0.17874948493150683,-0.788904,-0.148915,0.9959,246.0
P02549,"Reyes Hernández, Ivideliza",F,,LXVI,PAN,Convergencia,1.2936992517612524,0.3345775150684932,0.678495,0.364412,0.8403,288.0
P02550,"Robles Gutiérrez, Beatriz Silvia",F,,LXVI,MORENA,Independientes,-0.17182774823874752,-0.17877648493150683,-0.787032,-0.148942,1.0,316.0
P02551,"Rodríguez Hernández, Verónica",F,,LXVI,PAN,Convergencia,1.3650602517612525,0.4068235150684931,0.749856,0.436658,0.8991,218.0
P02552,"Ruiz Ruiz, Karina Isabel",F,plurinominal,LXVI,MORENA,Independientes,-0.17511374823874754,-0.18176848493150688,-0.790318,-0.151934,1.0,292.0
P02553,"Ruíz Sandoval, Cristina",F,,LXVI,PRI,Partido Encuentro Social,1.0782462517612525,-0.6125204849315069,0.463042,-0.582686,0.9783,276.0
P02554,"Ruvalcaba Gámez, Nora",F,,LXVI,MORENA,Independientes,-0.17454274823874755,-0.18154248493150688,-0.789747,-0.151708,1.0,299.0
P02555,"Sánchez García, Lizeth",F,,LXVI,PT,Alternativa Socialdemócrata,-0.16853174823874756,-0.3687214849315068,-0.783736,-0.338887,0.9826,287.0
P02556,"Sánchez Ramos, Paloma",F,,LXVI,PRI,Partido Encuentro Social,1.0035832517612524,-0.4908414849315068,0.388379,-0.461007,1.0,291.0
P02557,"Sánchez Vásquez, Gustavo",M,mayoria_relativa,LXVI,PAN,Convergencia,1.0108862517612525,0.045259515068493156,0.395682,0.075094,1.0,124.0
P02558,"Sanmiguel Sánchez, Imelda",F,plurinominal,LXVI,PAN,Convergencia,1.1846452517612525,0.2267955150684932,0.569441,0.25663,1.0,272.0
P02559,"Saucedo Reyes, Araceli",F,,LXVI,MORENA,Independientes,-0.1742707482387476,-0.18460448493150683,-0.789475,-0.15477,0.9962,261.0
P02560,"Segura Vázquez, Eugenio",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.17525374823874756,-0.18351048493150685,-0.790458,-0.153676,1.0,290.0
P02561,"Sheffield Padilla, Francisco Ricardo",M,,LXVI,MORENA,Independientes,-0.1785557482387476,-0.18998148493150685,-0.79376,-0.160147,0.9922,256.0
P02562,"Sosa Ruíz, Olga Patricia",F,,LXVI,MORENA,Independientes,-0.17282074823874755,-0.18134948493150688,-0.788025,-0.151515,0.9962,263.0
P02563,"Tello Espinosa, Claudia",F,,LXVI,MORENA,Independientes,0.19331625176125244,-0.21533348493150684,-0.421888,-0.185499,1.0,42.0
P02564,"Toledo Zamora, Karla Guadalupe",F,plurinominal,LXVI,PRI,Partido Encuentro Social,1.1669482517612524,-0.42928548493150687,0.551744,-0.399451,0.9964,279.0
P02565,"Valles Sampedro, Lorenia Iveth",F,,LXVI,MORENA,Independientes,-0.15460174823874756,-0.18162748493150688,-0.769806,-0.151793,0.9446,289.0
P02566,"Vargas Del Villar, Enrique",M,mayoria_relativa,LXVI,PAN,Convergencia,1.4605152517612525,0.5044375150684931,0.845311,0.534272,0.9946,184.0
P02567,"Vázquez Robles, Mario Humberto",M,plurinominal,LXVI,PAN,Convergencia,1.2074372517612524,0.40864651506849314,0.592233,0.438481,0.963,297.0
P02568,"Viggiano Austria, Carolina",F,,LXVI,PRI,Partido Encuentro Social,1.2106112517612524,-0.30329248493150684,0.595407,-0.273458,0.9925,266.0
P02569,"Vila Dosal, Mauricio",M,,LXVI,PAN,Convergencia,1.1341742517612525,0.3482115150684931,0.51897,0.378046,0.981,105.0
P02570,"Yunes Márquez, Miguel Ángel",M,plurinominal,LXVI,MORENA,Independientes,-0.37850574823874755,-0.14181648493150684,-0.99371,-0.111982,1.0,110.0
P02571,"Zapata Bello, Rolando Rodrigo",M,,LXVI,PRI,Partido Encuentro Social,0.9771652517612524,-0.4418184849315069,0.361961,-0.411984,1.0,270.0
P02572,"Zatarain García, Susana",F,plurinominal,LXVI,PAN,Convergencia,1.3854092517612526,0.3979805150684931,0.770205,0.427815,0.9807,259.0
P02573,"Bañuelos De La Torre, Geovanna",F,plurinominal,LXVI,PT,Alternativa Socialdemócrata,-0.20727974823874756,-0.5986184849315068,-0.822484,-0.568784,0.9832,238.0
P02574,"Monreal Ávila, Saúl",M,,LXVI,MORENA,Independientes,-0.13399574823874755,-0.17510548493150685,-0.7492,-0.145271,0.9385,179.0
P02575,"Silva Romo, Luis Alfonso",M,plurinominal,LXVI,PVEM,Nueva Alianza,-0.17125774823874756,-0.18384548493150688,-0.786462,-0.154011,0.9427,227.0
P02576,"Murat Hinojosa, Alejandro",M,plurinominal,LXVI,MORENA,Independientes,-0.18043774823874753,-0.18914648493150688,-0.795642,-0.159312,0.9792,240.0
P02579,"Reyes Carmona, Emmanuel",M,,LXVI,MORENA,Independientes,-0.14309174823874754,-0.02979948493150686,-0.758296,3.5e-05,0.9765,298.0
P02580,"Beltrones Rivera, Manlio Fabio",M,,LXVI,MORENA,,1.4911822517612525,0.4525155150684931,0.875978,0.48235,1.0,72.0
P02581,"Riquelme Solís, Miguel Ángel",M,,LXVI,PRI,Partido Encuentro Social,0.9959682517612525,-0.4789104849315068,0.380764,-0.449076,1.0,290.0
P02585,"Castrejón Trujillo, Karen",F,mayoria_relativa,LXVI,PVEM,Nueva Alianza,-0.1692707482387476,-0.17019948493150683,-0.784475,-0.140365,0.996,253.0
P02586,"Chavira De La Rosa, María Guadalupe",F,,LXVI,MORENA,Independientes,-0.1787877482387476,-0.16870548493150683,-0.793992,-0.138871,0.9961,255.0
P02587,"Chíguil Figueroa, Francisco",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.18408674823874754,-0.16984148493150686,-0.799291,-0.140007,1.0,309.0
P02590,"Ortiz Hernández, Tabita",F,,LXVI,MC,Sin Partido,1.6148092517612525,-0.0017314849315068492,0.999605,0.028103,0.9667,30.0
P02595,"Arriaga Márquez, Bertha Estela",F,plurinominal,LXVI,PAN,Convergencia,1.0963902517612525,0.12467251506849317,0.481186,0.154507,1.0,48.0
P02598,"Bonilla Herrera, Raquel",F,,LXVI,MORENA,Independientes,-0.29418374823874754,0.38611551506849306,-0.909388,0.41595,0.9774,266.0
P02599,"Evangelista Aniceto, Carlos Alberto",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.3003667482387476,-0.4200404849315068,-0.915571,-0.390206,1.0,22.0
P02602,"Pérez Pérez, Francisco Arturo",M,mayoria_relativa,LXVI,MORENA,Independientes,-0.3847747482387475,-0.023327484931506853,-0.999979,0.006507,1.0,45.0
P02603,"Gutiérrez Santoyo, María Luisa",F,,LXVI,MORENA,Independientes,1.3263512517612523,0.6732085150684931,0.711147,0.703043,1.0,41.0
P02610,"Falcón Venegas, Sandra Luz",F,,LXVI,MORENA,Independientes,-0.20084574823874762,-0.13856048493150686,-0.81605,-0.108726,0.9942,171.0
P02681,"Dip. Aguilar Gil, Lilia",F,,LXVI,PT,Alternativa Socialdemócrata,-0.3618287482387476,0.18325351506849316,-0.977033,0.213088,1.0,21.0
P02682,"Dip. Álvarez Nemer, Mónica Angélica",F,,LXVI,MORENA,Independientes,-0.3618287482387476,0.18325351506849316,-0.977033,0.213088,1.0,22.0
P02684,"Dip. Fernández Samaniego, José Armando",M,,LXVI,MORENA,Independientes,-0.36167574823874754,0.18395451506849317,-0.97688,0.213789,1.0,19.0
P02685,"Dip. Gómez Maldonado, Maiella Martha Gabriela",F,,LXVI,MORENA,Independientes,-0.3618287482387476,0.18325351506849316,-0.977033,0.213088,1.0,24.0
P02687,"Dip. Miranda Barrera, Luis Enrique",M,,LXVI,PVEM,Nueva Alianza,-0.36167574823874754,0.18395451506849317,-0.97688,0.213789,1.0,22.0
P02691,"Dip. Valdés Peña, Jesús",M,,LXVI,MORENA,Independientes,-0.3618287482387476,0.18325351506849316,-0.977033,0.213088,1.0,24.0
P02695,"Novoa Toscano, David",M,plurinominal,LXVI,PAN,Convergencia,0.45349525176125244,-0.10559548493150685,-0.161709,-0.075761,1.0,28.0
P02696,"Sobrino Argaez, Carlos Hernando",M,plurinominal,LXVI,PRI,Partido Encuentro Social,1.1423232517612525,-0.45508748493150686,0.527119,-0.425253,1.0,28.0
P02721,"Jaimes Archundia, Erik Iván",M,plurinominal,LXVI,MORENA,,1.5982202517612525,0.15368451506849315,0.983016,0.183519,1.0,113.0
P02723,"Bolaños Azocar, Raymundo",M,,LXVI,PAN,Convergencia,1.1589022517612524,0.2741925150684932,0.543698,0.304027,1.0,154.0
P02724,"García Gordillo, Edna Geraldina",F,plurinominal,LXVI,PRI,Partido Encuentro Social,1.1423602517612523,-0.45503648493150683,0.527156,-0.425202,1.0,18.0
