vote_event_id,result,requirement,asistentes,mayoria_necesaria,a_favor,en_contra,abstencion,ausente,margin,critical_parties,critical_count
VE_S01013,aprobada,mayoria_calificada,99,991,77,20,2,0,-914,O12|O13|O15|O16|O18|O19,6
VE_S01014,rechazada,mayoria_calificada,91,991,34,56,1,0,-935,O12|O13|O15|O16|O18,5
VE_S01015,aprobada,mayoria_calificada,100,991,100,0,0,0,-891,O12|O13|O15|O16|O18|O19,6
VE_S01016,aprobada,mayoria_calificada,102,991,101,1,0,0,-890,O12|O13|O15|O16|O18|O19,6
VE_S01017,aprobada,mayoria_calificada,97,991,96,1,0,0,-895,O12|O13|O15|O16|O18|O19,6
VE_S01018,aprobada,mayoria_calificada,91,991,88,1,2,0,-903,O12|O13|O15|O16|O18|O19,6
VE_S01019,aprobada,mayoria_simple,86,43,85,1,0,0,42,,0
VE_S01020,aprobada,mayoria_simple,90,45,90,0,0,0,45,,0
VE_S01021,aprobada,mayoria_simple,92,46,92,0,0,0,46,,0
VE_S01022,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S01023,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01024,aprobada,mayoria_simple,89,45,89,0,0,0,44,,0
VE_S01025,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S01026,aprobada,mayoria_simple,89,45,89,0,0,0,44,,0
VE_S01027,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S01028,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01029,aprobada,mayoria_simple,80,40,79,0,1,0,39,,0
VE_S01030,aprobada,mayoria_simple,84,42,84,0,0,0,42,,0
VE_S01031,aprobada,mayoria_simple,67,34,53,13,1,0,19,O12|O15,2
VE_S01032,aprobada,mayoria_simple,68,34,67,0,1,0,33,,0
VE_S01033,aprobada,mayoria_simple,67,34,66,0,1,0,32,,0
VE_S01034,aprobada,mayoria_simple,79,40,75,0,4,0,35,,0
VE_S01035,aprobada,mayoria_simple,66,33,60,1,5,0,27,,0
VE_S01036,aprobada,mayoria_simple,75,38,66,1,8,0,28,O15,1
VE_S01037,aprobada,mayoria_simple,75,38,70,0,5,0,32,,0
VE_S01038,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01039,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01040,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01041,aprobada,mayoria_simple,88,44,88,0,0,0,44,,0
VE_S01042,aprobada,mayoria_simple,82,41,82,0,0,0,41,,0
VE_S01043,aprobada,mayoria_simple,98,49,97,0,1,0,48,,0
VE_S01044,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01045,aprobada,mayoria_calificada,85,991,84,1,0,0,-907,O12|O13|O15|O16|O18|O19,6
VE_S01046,aprobada,mayoria_calificada,74,991,74,0,0,0,-917,O12|O13|O15|O16|O18|O19,6
VE_S01047,aprobada,mayoria_simple,82,41,68,14,0,0,27,O15,1
VE_S01048,aprobada,mayoria_simple,79,40,78,0,1,0,38,,0
VE_S01049,aprobada,mayoria_simple,85,43,65,20,0,0,22,O12|O15,2
VE_S01050,aprobada,mayoria_simple,90,45,87,3,0,0,42,,0
VE_S01051,aprobada,mayoria_simple,85,43,80,5,0,0,37,,0
VE_S01052,aprobada,mayoria_simple,88,44,77,9,2,0,33,O12,1
VE_S01053,aprobada,mayoria_simple,106,53,84,15,7,0,31,O12|O15,2
VE_S01054,aprobada,mayoria_simple,65,33,65,0,0,0,32,,0
VE_S01055,aprobada,mayoria_calificada,79,991,78,0,1,0,-913,O12|O15|O16|O18|O19,5
VE_S01056,aprobada,mayoria_simple,74,37,65,3,6,0,28,O12,1
VE_S01057,aprobada,mayoria_simple,78,39,77,1,0,0,38,,0
VE_S01058,aprobada,mayoria_simple,86,43,86,0,0,0,43,,0
VE_S01059,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01060,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01061,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01062,aprobada,mayoria_calificada,79,991,76,0,3,0,-915,O12|O13|O15|O16|O18|O19,6
VE_S01063,aprobada,mayoria_simple,82,41,82,0,0,0,41,,0
VE_S01064,aprobada,mayoria_simple,88,44,87,0,1,0,43,,0
VE_S01065,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01066,aprobada,mayoria_calificada,87,991,87,0,0,0,-904,O12|O13|O15|O16|O18|O19,6
VE_S01067,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S01068,aprobada,mayoria_simple,67,34,67,0,0,0,33,,0
VE_S01069,aprobada,mayoria_simple,99,50,96,0,3,0,46,,0
VE_S01070,aprobada,mayoria_simple,100,50,98,0,2,0,48,,0
VE_S01071,aprobada,mayoria_simple,93,47,93,0,0,0,46,,0
VE_S01072,aprobada,mayoria_simple,100,50,92,6,2,0,42,,0
VE_S01073,aprobada,mayoria_simple,95,48,73,20,2,0,25,O12|O15,2
VE_S01074,aprobada,mayoria_simple,88,44,88,0,0,0,44,,0
VE_S01075,aprobada,mayoria_simple,91,46,91,0,0,0,45,,0
VE_S01076,aprobada,mayoria_simple,89,45,88,0,1,0,43,,0
VE_S01077,aprobada,mayoria_calificada,83,991,83,0,0,0,-908,O12|O13|O15|O16|O18|O19,6
VE_S01078,aprobada,mayoria_calificada,107,991,94,5,8,0,-897,O12|O13|O15|O16|O18|O19,6
VE_S01079,rechazada,mayoria_calificada,98,991,29,66,3,0,-925,O12|O13|O15|O16|O18|O19,6
VE_S01080,aprobada,mayoria_calificada,88,991,85,3,0,0,-906,O12|O13|O15|O16|O18|O19,6
VE_S01081,aprobada,mayoria_calificada,82,991,79,3,0,0,-912,O12|O13|O15|O16|O18|O19,6
VE_S01082,rechazada,mayoria_calificada,85,991,32,50,3,0,-941,O12|O13|O15|O16|O18,5
VE_S01083,aprobada,mayoria_calificada,91,991,71,20,0,0,-920,O12|O13|O15|O16|O18|O19,6
VE_S01084,aprobada,mayoria_calificada,92,991,89,3,0,0,-902,O12|O13|O15|O16|O18|O19,6
VE_S01085,aprobada,mayoria_calificada,86,991,82,4,0,0,-909,O12|O13|O15|O16|O18|O19,6
VE_S01086,aprobada,mayoria_calificada,86,991,65,21,0,0,-926,O12|O13|O15|O16|O18|O19,6
VE_S01087,aprobada,mayoria_calificada,91,991,75,16,0,0,-916,O12|O13|O15|O16|O18|O19,6
VE_S01088,aprobada,mayoria_calificada,89,991,84,5,0,0,-907,O12|O13|O15|O16|O18|O19,6
VE_S01089,aprobada,mayoria_calificada,91,991,72,19,0,0,-919,O12|O13|O15|O16|O18|O19,6
VE_S01090,aprobada,mayoria_calificada,89,991,73,16,0,0,-918,O12|O13|O15|O16|O18|O19,6
VE_S01091,aprobada,mayoria_calificada,89,991,72,17,0,0,-919,O12|O13|O15|O16|O18|O19,6
VE_S01092,aprobada,mayoria_calificada,90,991,76,13,1,0,-915,O12|O13|O15|O16|O18|O19,6
VE_S01093,aprobada,mayoria_calificada,94,991,70,22,2,0,-921,O12|O13|O15|O16|O18|O19,6
VE_S01094,rechazada,mayoria_calificada,83,991,22,61,0,0,-930,O12|O13|O15|O16|O18|O19,6
VE_S01095,aprobada,mayoria_calificada,91,991,82,9,0,0,-909,O12|O13|O15|O16|O18|O19,6
VE_S01096,aprobada,mayoria_calificada,92,991,82,8,2,0,-909,O12|O13|O15|O16|O18|O19,6
VE_S01097,aprobada,mayoria_calificada,93,991,88,5,0,0,-903,O12|O13|O15|O16|O18|O19,6
VE_S01098,aprobada,mayoria_calificada,91,991,86,4,1,0,-905,O12|O13|O15|O16|O18|O19,6
VE_S01099,rechazada,mayoria_calificada,93,991,31,57,5,0,-934,O12|O13|O15|O18,4
VE_S01100,aprobada,mayoria_calificada,89,991,64,24,1,0,-927,O12|O15|O16|O18|O19,5
VE_S01101,aprobada,mayoria_calificada,86,991,60,26,0,0,-931,O12|O15|O16|O18|O19,5
VE_S01102,aprobada,mayoria_simple,85,43,82,2,1,0,39,,0
VE_S01103,aprobada,mayoria_simple,78,39,78,0,0,0,39,,0
VE_S01104,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01105,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S01106,aprobada,mayoria_simple,83,42,76,5,2,0,34,,0
VE_S01107,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S01108,aprobada,mayoria_simple,75,38,73,2,0,0,35,,0
VE_S01109,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01110,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01111,aprobada,mayoria_simple,90,45,90,0,0,0,45,,0
VE_S01112,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01113,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01114,rechazada,mayoria_simple,86,43,42,43,1,0,0,O12|O13|O15|O18|O19,5
VE_S01115,aprobada,mayoria_simple,70,35,69,1,0,0,34,,0
VE_S01116,aprobada,mayoria_calificada,71,991,71,0,0,0,-920,O12|O13|O15|O16|O18|O19,6
VE_S01117,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01118,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01119,aprobada,mayoria_simple,74,37,68,5,1,0,31,,0
VE_S01120,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01121,aprobada,mayoria_simple,84,42,84,0,0,0,42,,0
VE_S01122,aprobada,mayoria_simple,68,34,68,0,0,0,34,,0
VE_S01123,aprobada,mayoria_simple,86,43,86,0,0,0,43,,0
VE_S01124,aprobada,mayoria_simple,67,34,67,0,0,0,33,,0
VE_S01125,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01126,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01127,aprobada,mayoria_simple,73,37,70,0,3,0,33,,0
VE_S01128,aprobada,mayoria_simple,86,43,86,0,0,0,43,,0
VE_S01129,aprobada,mayoria_simple,68,34,68,0,0,0,34,,0
VE_S01130,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01131,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01132,aprobada,mayoria_simple,98,49,98,0,0,0,49,,0
VE_S01133,aprobada,mayoria_simple,97,49,97,0,0,0,48,,0
VE_S01134,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01135,aprobada,mayoria_simple,85,43,84,0,1,0,41,,0
VE_S01136,aprobada,mayoria_calificada,95,991,95,0,0,0,-896,O12|O13|O15|O16|O18|O19,6
VE_S01137,aprobada,mayoria_calificada,91,991,90,0,1,0,-901,O12|O13|O15|O16|O18|O19,6
VE_S01138,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01139,aprobada,mayoria_calificada,94,991,94,0,0,0,-897,O12|O13|O15|O16|O18|O19,6
VE_S01140,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01141,aprobada,mayoria_calificada,87,991,87,0,0,0,-904,O12|O13|O15|O16|O18|O19,6
VE_S01142,aprobada,mayoria_calificada,79,991,79,0,0,0,-912,O12|O13|O15|O16|O18|O19,6
VE_S01143,aprobada,mayoria_simple,69,35,67,0,2,0,32,,0
VE_S01144,aprobada,mayoria_simple,80,40,79,0,1,0,39,,0
VE_S01145,aprobada,mayoria_simple,84,42,84,0,0,0,42,,0
VE_S01146,aprobada,mayoria_simple,79,40,78,0,1,0,38,,0
VE_S01147,aprobada,mayoria_simple,91,46,90,0,1,0,44,,0
VE_S01148,aprobada,mayoria_simple,87,44,86,0,1,0,42,,0
VE_S01149,aprobada,mayoria_simple,88,44,86,0,2,0,42,,0
VE_S01150,aprobada,mayoria_simple,84,42,84,0,0,0,42,,0
VE_S01151,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S01152,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01153,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01154,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01155,aprobada,mayoria_simple,67,34,59,7,1,0,25,O15,1
VE_S01156,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01157,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01158,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01159,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01160,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01161,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01162,rechazada,mayoria_simple,76,38,29,46,1,0,8,O12|O15,2
VE_S01163,rechazada,mayoria_simple,75,38,34,41,0,0,3,O12|O15|O18,3
VE_S01164,rechazada,mayoria_simple,71,36,22,48,1,0,12,O12|O15,2
VE_S01165,aprobada,mayoria_simple,74,37,61,11,2,0,24,O15,1
VE_S01166,rechazada,mayoria_simple,70,35,15,55,0,0,20,O12|O15,2
VE_S01167,aprobada,mayoria_calificada,88,991,88,0,0,0,-903,O12|O13|O15|O16|O18|O19,6
VE_S01168,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01169,aprobada,mayoria_calificada,69,991,69,0,0,0,-922,O12|O13|O15|O16|O18|O19,6
VE_S01170,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01171,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01172,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01173,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01174,aprobada,mayoria_simple,82,41,82,0,0,0,41,,0
VE_S01175,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01176,aprobada,mayoria_simple,66,33,66,0,0,0,33,,0
VE_S01177,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01178,aprobada,mayoria_simple,79,40,42,36,1,0,2,O12|O15|O18,3
VE_S01179,aprobada,mayoria_simple,78,39,78,0,0,0,39,,0
VE_S01180,aprobada,mayoria_simple,72,36,41,31,0,0,5,O12|O15,2
VE_S01181,aprobada,mayoria_simple,78,39,76,1,1,0,37,,0
VE_S01182,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01183,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01184,aprobada,mayoria_simple,75,38,74,0,1,0,36,,0
VE_S01185,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01186,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01187,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01188,aprobada,mayoria_simple,66,33,45,20,1,0,12,O12|O15,2
VE_S01189,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S01190,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S01191,aprobada,mayoria_simple,80,40,60,18,2,0,20,O15,1
VE_S01192,aprobada,mayoria_simple,83,42,82,1,0,0,40,,0
VE_S01193,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01194,aprobada,mayoria_simple,79,40,78,0,1,0,38,,0
VE_S01195,aprobada,mayoria_simple,82,41,82,0,0,0,41,,0
VE_S01196,aprobada,mayoria_simple,82,41,78,0,4,0,37,,0
VE_S01197,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01198,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01199,rechazada,mayoria_simple,77,39,16,58,3,0,19,O15,1
VE_S01200,rechazada,mayoria_simple,83,42,34,48,1,0,6,O12|O15|O18,3
VE_S01201,aprobada,mayoria_simple,86,43,71,15,0,0,28,O15,1
VE_S01202,aprobada,mayoria_simple,88,44,76,12,0,0,32,O15,1
VE_S01203,aprobada,mayoria_simple,77,39,69,8,0,0,30,O15,1
VE_S01204,aprobada,mayoria_simple,84,42,72,11,1,0,30,O15,1
VE_S01205,aprobada,mayoria_simple,75,38,72,2,1,0,34,,0
VE_S01206,aprobada,mayoria_simple,76,38,70,3,3,0,32,,0
VE_S01207,aprobada,mayoria_simple,76,38,75,0,1,0,37,,0
VE_S01208,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01209,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01210,aprobada,mayoria_simple,78,39,68,8,2,0,29,O15,1
VE_S01211,aprobada,mayoria_simple,93,47,92,0,1,0,45,,0
VE_S01212,aprobada,mayoria_calificada,89,991,89,0,0,0,-902,O12|O13|O15|O16|O18|O19,6
VE_S01213,aprobada,mayoria_calificada,93,991,93,0,0,0,-898,O12|O13|O15|O16|O18|O19,6
VE_S01214,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01215,aprobada,mayoria_simple,65,33,65,0,0,0,32,,0
VE_S01216,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01217,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01218,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01219,aprobada,mayoria_calificada,83,991,83,0,0,0,-908,O12|O13|O15|O16|O18|O19,6
VE_S01220,aprobada,mayoria_simple,72,36,71,0,1,0,35,,0
VE_S01221,aprobada,mayoria_simple,87,44,65,2,20,0,21,O12|O15,2
VE_S01222,aprobada,mayoria_simple,75,38,74,0,1,0,36,,0
VE_S01223,aprobada,mayoria_simple,81,41,80,1,0,0,39,,0
VE_S01224,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01225,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01226,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01227,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01228,aprobada,mayoria_simple,78,39,78,0,0,0,39,,0
VE_S01229,aprobada,mayoria_simple,81,41,80,0,1,0,39,,0
VE_S01230,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01231,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01232,aprobada,mayoria_simple,65,33,65,0,0,0,32,,0
VE_S01233,aprobada,mayoria_simple,78,39,77,0,1,0,38,,0
VE_S01234,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01235,aprobada,mayoria_simple,84,42,83,0,1,0,41,,0
VE_S01236,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01237,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01238,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S01239,aprobada,mayoria_simple,83,42,82,0,1,0,40,,0
VE_S01240,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01241,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01242,aprobada,mayoria_simple,81,41,81,0,0,0,40,,0
VE_S01243,aprobada,mayoria_simple,83,42,83,0,0,0,41,,0
VE_S01244,aprobada,mayoria_simple,91,46,91,0,0,0,45,,0
VE_S01245,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01246,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01247,aprobada,mayoria_simple,77,39,76,1,0,0,37,,0
VE_S01248,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01249,aprobada,mayoria_simple,78,39,77,1,0,0,38,,0
VE_S01250,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01251,aprobada,mayoria_simple,86,43,86,0,0,0,43,,0
VE_S01252,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01253,aprobada,mayoria_simple,66,33,66,0,0,0,33,,0
VE_S01254,aprobada,mayoria_calificada,78,991,78,0,0,0,-913,O12|O13|O15|O16|O18|O19,6
VE_S01255,aprobada,mayoria_simple,71,36,56,13,2,0,20,O15,1
VE_S01256,aprobada,mayoria_simple,66,33,66,0,0,0,33,,0
VE_S01257,aprobada,mayoria_calificada,73,991,70,0,3,0,-921,O12|O13|O15|O16|O18|O19,6
VE_S01258,aprobada,mayoria_simple,86,43,78,2,6,0,35,,0
VE_S01259,aprobada,mayoria_simple,86,43,73,12,1,0,30,,0
VE_S01260,aprobada,mayoria_simple,77,39,73,0,4,0,34,,0
VE_S01261,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01262,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01263,aprobada,mayoria_simple,68,34,68,0,0,0,34,,0
VE_S01264,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01265,aprobada,mayoria_simple,76,38,74,2,0,0,36,,0
VE_S01266,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01267,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01268,aprobada,mayoria_simple,80,40,79,0,1,0,39,,0
VE_S01269,aprobada,mayoria_simple,80,40,80,0,0,0,40,,0
VE_S01270,aprobada,mayoria_simple,82,41,61,21,0,0,20,O12|O15,2
VE_S01271,aprobada,mayoria_simple,78,39,78,0,0,0,39,,0
VE_S01272,aprobada,mayoria_simple,72,36,64,8,0,0,28,O15,1
VE_S01273,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01274,aprobada,mayoria_simple,78,39,78,0,0,0,39,,0
VE_S01275,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01276,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01277,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01278,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01279,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01280,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01281,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01282,aprobada,mayoria_calificada,91,991,69,22,0,0,-922,O12|O13|O15|O16|O18|O19,6
VE_S01283,aprobada,mayoria_calificada,83,991,71,12,0,0,-920,O12|O13|O15|O16|O18|O19,6
VE_S01284,aprobada,mayoria_calificada,84,991,73,11,0,0,-918,O12|O13|O15|O16|O18|O19,6
VE_S01285,aprobada,mayoria_calificada,79,991,51,28,0,0,-940,O12|O15|O16|O18|O19,5
VE_S01286,aprobada,mayoria_calificada,84,991,71,12,1,0,-920,O12|O13|O15|O16|O18|O19,6
VE_S01287,aprobada,mayoria_calificada,93,991,93,0,0,0,-898,O12|O13|O15|O16|O18|O19,6
VE_S01288,aprobada,mayoria_simple,88,44,76,12,0,0,32,,0
VE_S01289,aprobada,mayoria_simple,82,41,75,7,0,0,34,,0
VE_S01290,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01291,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01292,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01293,aprobada,mayoria_simple,82,41,82,0,0,0,41,,0
VE_S01294,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01295,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01296,aprobada,mayoria_simple,68,34,68,0,0,0,34,,0
VE_S01297,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01298,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01299,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01300,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01302,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01303,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01304,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01305,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01306,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01307,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01308,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01309,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01310,aprobada,mayoria_simple,67,34,67,0,0,0,33,,0
VE_S01311,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01312,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01313,aprobada,mayoria_simple,78,39,65,13,0,0,26,O15,1
VE_S01314,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01315,aprobada,mayoria_simple,67,34,57,10,0,0,23,O15,1
VE_S01316,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01317,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01318,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01319,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01320,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01321,aprobada,mayoria_simple,66,33,65,0,1,0,32,,0
VE_S01322,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01323,aprobada,mayoria_simple,74,37,73,0,1,0,36,O15,1
VE_S01324,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01325,aprobada,mayoria_simple,70,35,70,0,0,0,35,,0
VE_S01326,aprobada,mayoria_simple,78,39,78,0,0,0,39,,0
VE_S01327,rechazada,mayoria_simple,103,52,47,55,1,0,3,O12|O15|O18,3
VE_S01328,aprobada,mayoria_simple,81,41,80,0,1,0,39,,0
VE_S01329,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01330,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01331,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01332,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01333,aprobada,mayoria_simple,73,37,73,0,0,0,36,,0
VE_S01334,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01335,aprobada,mayoria_simple,75,38,75,0,0,0,37,,0
VE_S01336,aprobada,mayoria_simple,71,36,71,0,0,0,35,,0
VE_S01337,aprobada,mayoria_simple,98,49,98,0,0,0,49,,0
VE_S01338,aprobada,mayoria_simple,77,39,77,0,0,0,38,,0
VE_S01339,aprobada,mayoria_simple,69,35,69,0,0,0,34,,0
VE_S01340,aprobada,mayoria_calificada,85,991,83,2,0,0,-908,O12|O13|O15|O16|O18|O19,6
VE_S01341,aprobada,mayoria_calificada,87,991,84,3,0,0,-907,O12|O13|O15|O16|O18|O19,6
VE_S01342,aprobada,mayoria_simple,79,40,79,0,0,0,39,,0
VE_S01343,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01344,aprobada,mayoria_simple,92,46,92,0,0,0,46,,0
VE_S01345,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01346,aprobada,mayoria_simple,88,44,87,1,0,0,43,,0
VE_S01347,aprobada,mayoria_simple,102,51,55,47,0,0,4,O12|O15|O18,3
VE_S01348,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01349,aprobada,mayoria_simple,72,36,72,0,0,0,36,,0
VE_S01350,aprobada,mayoria_simple,76,38,76,0,0,0,38,,0
VE_S01351,aprobada,mayoria_simple,88,44,88,0,0,0,44,,0
VE_S01352,aprobada,mayoria_simple,87,44,87,0,0,0,43,,0
VE_S01353,aprobada,mayoria_simple,77,39,76,0,1,0,37,,0
VE_S01354,aprobada,mayoria_simple,85,43,85,0,0,0,42,,0
VE_S01355,aprobada,mayoria_simple,79,40,78,0,1,0,38,,0
VE_S01356,aprobada,mayoria_simple,74,37,74,0,0,0,37,,0
VE_S01357,aprobada,mayoria_simple,86,43,86,0,0,0,43,,0
